px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.51551	-2.95343	-2.60922	1.93603	0.864605	6.44119	-3.14955	6.45	-3.15	0	-2.99754	2.41697
6.57206	-3.10676	-2.64882	1.99013	0.878433	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312	1.65501
6.6059	-3.27792	-2.68731	2.00584	0.839243	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312	1.99211
6.68958	-3.42938	-2.7439	2.07774	0.882142	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583	3.12977
6.75422	-3.59302	-2.77707	2.10708	0.857976	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581	1.4011
6.81601	-3.7347	-2.76953	2.13013	0.824655	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396	1.18125
6.87996	-3.89939	-2.80102	2.14908	0.7942	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393	1.41928
6.94043	-4.03746	-2.78393	2.16409	0.75626	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801	1.40775
6.99945	-4.20167	-2.81014	2.17242	0.720114	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799	1.37243
7.04029	-4.32973	-2.73736	2.16	0.644281	7.05156	-4.49706	7	-4.45	0.910054	-1.8201	8.73984
7.10198	-4.47708	-2.74877	2.17136	0.619111	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201	0.545715
7.16703	-4.60478	-2.72388	2.18334	0.58904	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489	1.19601
7.22383	-4.75932	-2.73894	2.18351	0.555268	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489	0.979531
7.32709	-4.8976	-2.78876	2.22526	0.576241	7.3138	-5.05204	7.25	-5	1.81907	-2.72861	2.6111
7.38852	-5.05264	-2.80231	2.2225	0.540253	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861	1.05682
7.45997	-5.17955	-2.78057	2.23175	0.514682	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246	1.06215
7.52221	-5.33776	-2.79609	2.22398	0.476649	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457	1.15021
7.6077	-5.46611	-2.78953	2.23894	0.462089	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974	0.512916
7.6854	-5.60628	-2.79717	2.24428	0.440983	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972	0.334081
7.75945	-5.72668	-2.76831	2.25039	0.417721	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951	1.24701
7.82237	-5.87574	-2.7753	2.23973	0.382608	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948	0.859527
7.9361	-6.00181	-2.85515	2.27816	0.415642	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979	8.15193
8.00495	-6.14254	-2.86792	2.26951	0.384531	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787	0.755538
8.09755	-6.26701	-2.85106	2.27942	0.369107	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739	1.18812
8.18645	-6.40269	-2.85705	2.28346	0.351946	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737	0.205377
8.26831	-6.51982	-2.82695	2.288	0.333431	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787	1.27465
8.33721	-6.66964	-2.83279	2.27153	0.297071	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787	0.822806
8.42578	-6.78965	-2.82282	2.27929	0.287492	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993	0.375459
8.50524	-6.92448	-2.8233	2.27441	0.266068	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993	0.297904
8.57907	-7.03109	-2.80048	2.27597	0.251804	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018	0.829714
8.63584	-7.16994	-2.80486	2.25403	0.216032	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018	0.820805
8.74401	-7.29374	-2.86668	2.27521	0.234503	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712	5.0695
8.80457	-7.44048	-2.87631	2.2508	0.197006	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712	0.943505
8.87263	-7.5608	-2.81369	2.23709	0.163084	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199	6.29393
8.93559	-7.70783	-2.81395	2.21567	0.131736	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988	0.647046
9.01492	-7.82532	-2.81798	2.21733	0.12733	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973	0.216791
9.0614	-7.97037	-2.82085	2.18701	0.089596	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973	0.937779
9.10276	-8.08882	-2.73999	2.15761	0.0426172	8.8564	-8.01424	9	-8.15	0.909309	-1.8186	8.36817
9.15545	-8.2307	-2.73554	2.13515	0.01719	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859	0.561082
9.23201	-8.35287	-2.75213	2.13737	0.0212254	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119	0.414538
9.26573	-8.49746	-2.75351	2.1029	-0.0149546	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117	0.942711
9.30509	-8.62726	-2.69713	2.06964	-0.0597838	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819	5.00213
9.34528	-8.77011	-2.69183	2.04318	-0.0834025	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899	0.576765
9.48746	-8.90155	-2.83076	2.1142	0.0265607	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928	30.8212
9.52472	-9.0576	-2.84356	2.07992	-0.00914012	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	0.948531
9.5675	-9.18111	-2.80545	2.05605	-0.0413672	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	2.55617
9.60834	-9.32143	-2.8083	2.03292	-0.0626122	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.333793
9.644	-9.44517	-2.77559	2.00759	-0.0925833	9.47534	-9.42627	9.55	-9.5	0	-3.00023	1.8094
9.66102	-9.59798	-2.78149	1.96756	-0.128226	9.54779	-9.64959	9.55	-9.65	0	-3.0002	0.95791
9.72754	-9.73276	-2.80664	1.97277	-0.110046	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	1.0174
9.74542	-9.88585	-2.8135	1.93613	-0.141229	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	0.754872
9.76004	-10.0269	-2.76718	1.8919	-0.191924	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	3.925
9.79312	-10.1704	-2.76117	1.8728	-0.20074	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0.212
9.8316	-10.307	-2.76097	1.85768	-0.208206	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.509037
9.84037	-10.4537	-2.76509	1.82418	-0.231089	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0.462769
9.88344	-10.5991	-2.77471	1.82148	-0.215098	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	0.872783
9.90301	-10.7529	-2.77558	1.7969	-0.227716	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.162794
9.90685	-10.9002	-2.74699	1.75382	-0.271277	9.88465	-10.9383	9.85	-10.9	0	-2.73074	2.1486
9.90969	-11.0537	-2.74663	1.72244	-0.287618	9.83614	-11.041	9.85	-11.05	0	-2.73073	0.320895
9.92538	-11.1888	-2.74516	1.70555	-0.290194	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.073444
9.91764	-11.335	-2.75105	1.67245	-0.308186	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0.326476
9.93131	-11.4746	-2.75582	1.65825	-0.305496	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.0763193
9.91472	-11.6214	-2.76197	1.62318	-0.324582	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0.412411
9.84024	-11.752	-2.70179	1.51524	-0.458766	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	16.0163
9.81399	-11.884	-2.69794	1.48126	-0.469821	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	0.309961
9.7896	-12.0156	-2.69261	1.44749	-0.483715	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.204664
9.74394	-12.1543	-2.69866	1.40452	-0.501543	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0.47322
9.67329	-12.2832	-2.67969	1.3219	-0.586288	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	5.09097
9.62048	-12.4062	-2.67474	1.2809	-0.597953	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	0.45398
9.49789	-12.5161	-2.64785	1.15285	-0.739968	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	11.8552
9.42671	-12.626	-2.64023	1.1055	-0.750561	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	0.526797
9.34537	-12.7501	-2.63795	1.04728	-0.775197	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.322907
9.26236	-12.8586	-2.62461	0.997835	-0.783194	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	0.575704
9.08616	-12.9367	-2.62382	0.822446	-0.983847	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	21.9481
8.96407	-13.022	-2.62788	0.752802	-1.00236	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	1.07707
8.81417	-13.0987	-2.63581	0.643384	-1.08016	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	3.04739
8.69098	-13.162	-2.61988	0.575358	-1.09072	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	0.772526
8.53973	-13.209	-2.63721	0.463522	-1.17513	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	3.67971
8.4093	-13.2488	-2.63095	0.393272	-1.18666	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	0.593267
8.22544	-13.2647	-2.66322	0.251655	-1.29954	8.22926	-13.1698	8.2	-13.15	-2.72741	0	6.99831
8.07504	-13.2739	-2.65261	0.166458	-1.31419	8.03583	-13.1513	8.05	-13.15	-2.72742	0	0.869706
7.9165	-13.2755	-2.66106	0.071534	-1.3448	7.82914	-13.0525	7.9	-13.15	-2.72986	0	1.04557
7.77043	-13.2618	-2.64966	-0.0129716	-1.35701	7.76538	-13.1647	7.75	-13.15	-2.72986	0	0.501268
7.6768	-13.2981	-2.58927	-0.0067771	-1.24517	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	9.19246
7.53224	-13.2873	-2.60156	-0.076172	-1.24906	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	0.439649
7.38834	-13.2683	-2.597	-0.143256	-1.24245	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.763832
7.23422	-13.2438	-2.61185	-0.212861	-1.24062	7.16011	-13.2382	7.15	-13.25	-2.72844	0	0.290964
7.08902	-13.177	-2.64825	-0.317292	-1.29983	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	3.56436
6.94596	-13.1378	-2.67	-0.37874	-1.29213	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0.508733
6.81373	-13.0901	-2.66259	-0.438639	-1.27725	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.330927
6.66133	-13.0362	-2.68766	-0.498359	-1.26243	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0.64409
6.54908	-13.0094	-2.60811	-0.50964	-1.17403	6.40137	-13.0799	6.4	-13.05	-2.72678	0	10.3916
6.3924	-12.9654	-2.64144	-0.547898	-1.14272	6.26174	-13.0534	6.25	-13.05	-2.72678	0	1.41722
6.27163	-12.9107	-2.61112	-0.583361	-1.10262	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	2.01693
6.10867	-12.8629	-2.65113	-0.609431	-1.06281	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	2.0407
5.98926	-12.7493	-2.72281	-0.701738	-1.12382	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	6.91673
5.83754	-12.687	-2.76439	-0.724081	-1.08483	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	2.13408
5.72908	-12.6201	-2.69451	-0.743356	-1.0227	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	8.21209
5.57607	-12.5546	-2.72268	-0.759284	-0.979468	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	1.71426
5.46192	-12.4385	-2.75297	-0.821631	-0.993883	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	1.06398
5.30124	-12.368	-2.78498	-0.826074	-0.940637	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	2.39277
5.1952	-12.272	-2.76196	-0.859718	-0.916473	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	1.0612
5.0532	-12.1847	-2.78295	-0.872739	-0.877293	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	1.20416
4.95852	-12.072	-2.79476	-0.915899	-0.876488	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.497006
4.84095	-11.9872	-2.80449	-0.928524	-0.84453	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0.802047
4.74761	-11.8591	-2.81737	-0.976348	-0.848047	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.228498
4.65791	-11.7332	-2.81889	-1.01788	-0.842742	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	0.0201219
4.59039	-11.6255	-2.7489	-1.05055	-0.820851	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	5.55846
4.521	-11.5046	-2.73815	-1.09207	-0.818221	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.267065
4.43099	-11.3347	-2.88719	-1.14685	-0.842987	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	25.7727
4.39513	-11.1891	-2.88571	-1.20648	-0.860975	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	0.225994
4.38199	-11.0603	-2.78706	-1.27055	-0.879544	4.43713	-11.024	4.45	-11.05	0	1.81614	11.0719
4.36883	-10.9087	-2.77624	-1.33845	-0.900633	4.45136	-10.93	4.45	-10.95	0	1.81612	0.423247
4.34669	-10.7605	-2.76776	-1.39427	-0.907987	4.44745	-10.786	4.45	-10.8	0	2.72555	0.149957
4.35791	-10.6081	-2.75617	-1.4675	-0.933175	4.45788	-10.6457	4.45	-10.65	0	2.72554	0.654707
4.35721	-10.4618	-2.74429	-1.5264	-0.942988	4.46329	-10.5756	4.45	-10.5	0	2.729	0.342342
4.3762	-10.3112	-2.73862	-1.59325	-0.959076	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.27842
4.40209	-10.164	-2.72552	-1.66176	-0.979122	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.42632
4.45243	-10.0145	-2.72236	-1.73886	-1.0033	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.594223
4.48349	-9.8703	-2.72285	-1.79271	-0.99989	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.4075
4.5489	-9.72557	-2.72349	-1.86783	-1.02023	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.486823
4.56047	-9.57356	-2.7431	-1.88297	-0.962479	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	2.00163
4.64188	-9.43282	-2.74674	-1.95762	-0.983637	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.662006
4.71705	-9.29877	-2.74512	-2.02352	-0.997194	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.47534
4.82317	-9.15915	-2.7625	-2.10218	-1.01846	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.925636
4.9049	-9.04036	-2.76699	-2.1615	-1.02902	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.134828
4.99608	-8.93038	-2.76898	-2.22045	-1.03592	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	0.132145
5.06595	-8.80564	-2.76328	-2.24229	-0.983004	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	1.73314
5.18408	-8.68109	-2.78273	-2.30629	-0.989673	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.505634
5.28293	-8.57924	-2.78562	-2.35602	-0.988131	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.110368
5.39549	-8.47484	-2.80129	-2.40918	-0.989356	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	0.271532
5.48362	-8.36378	-2.78591	-2.4235	-0.927943	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	2.14279
5.59065	-8.26274	-2.78121	-2.46818	-0.922776	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.164397
5.66821	-8.1409	-2.76239	-2.45684	-0.82934	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	4.45458
5.79866	-8.0326	-2.78373	-2.50115	-0.825176	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0.458316
5.89398	-7.91937	-2.77068	-2.50051	-0.753878	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	2.69789
6.025	-7.81465	-2.78988	-2.53783	-0.747619	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0.400104
6.11831	-7.70009	-2.77092	-2.52426	-0.662184	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	3.87759
6.24634	-7.60177	-2.78255	-2.55586	-0.656419	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0.189822
6.34933	-7.49489	-2.76723	-2.54835	-0.587024	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	2.64036
6.47288	-7.40353	-2.77008	-2.57536	-0.581933	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.106514
6.58846	-7.32137	-2.7757	-2.6009	-0.580511	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.734109
6.71646	-7.23219	-2.79689	-2.62302	-0.572168	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0.487353
6.79135	-7.09881	-2.75354	-2.55731	-0.419215	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	13.3995
6.91058	-7.00416	-2.75439	-2.57182	-0.411264	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0.290333
7.04304	-6.92627	-2.75797	-2.599	-0.418155	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.0490647
7.17181	-6.83091	-2.76842	-2.61206	-0.408219	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0.358182
7.26496	-6.71366	-2.73876	-2.56433	-0.29518	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	7.4155
7.38647	-6.61889	-2.74274	-2.57211	-0.287089	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.237711
7.53553	-6.57903	-2.76792	-2.64534	-0.382789	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	5.51456
7.65797	-6.50464	-2.77429	-2.65954	-0.377864	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.0903259
7.77793	-6.42011	-2.762	-2.65729	-0.342914	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.863481
7.90356	-6.3528	-2.75171	-2.67495	-0.342381	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.141821
8.02834	-6.27568	-2.74127	-2.67534	-0.312587	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.584467
8.15997	-6.19646	-2.74553	-2.68482	-0.305092	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.168084
8.24905	-6.09783	-2.71448	-2.63874	-0.208368	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	6.01056
8.36424	-6.01578	-2.72078	-2.63872	-0.198225	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0.304557
8.51409	-5.96213	-2.73956	-2.68283	-0.252614	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	2.10438
8.6511	-5.88937	-2.74528	-2.69318	-0.249011	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.0422578
8.75253	-5.78463	-2.71087	-2.64253	-0.147235	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	6.92573
8.87984	-5.69891	-2.71581	-2.64133	-0.138177	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.210365
8.97586	-5.605	-2.6945	-2.60139	-0.0635755	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	3.69521
9.08625	-5.51883	-2.69931	-2.59374	-0.0531715	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0.300599
9.22775	-5.45874	-2.71614	-2.63214	-0.113601	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	3.48929
9.35625	-5.37354	-2.72184	-2.63069	-0.10617	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.136305
9.44981	-5.26071	-2.68883	-2.5722	-0.00613284	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	6.54594
9.57132	-5.17046	-2.69252	-2.56582	0.000322661	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.101258
9.67317	-5.06638	-2.6726	-2.52295	0.0695641	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	3.39383
9.7876	-4.9703	-2.67485	-2.5118	0.076535	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.129653
9.88338	-4.85713	-2.65872	-2.46373	0.145533	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	2.94027
9.99088	-4.76036	-2.6563	-2.45147	0.149553	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.0778164
10.0737	-4.63413	-2.64147	-2.39233	0.226622	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	3.34164
10.1738	-4.51651	-2.64922	-2.36842	0.237301	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0.292575
10.2592	-4.39149	-2.64493	-2.32351	0.283898	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	1.22866
10.3585	-4.25848	-2.66469	-2.29471	0.295717	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0.514011
10.4791	-4.16589	-2.67649	-2.31433	0.240452	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	1.74681
10.572	-4.03308	-2.69004	-2.28719	0.252943	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.484164
10.67	-3.91846	-2.69375	-2.27325	0.252274	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.0551633
10.764	-3.79326	-2.70256	-2.2536	0.257339	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.105827
10.8154	-3.64493	-2.68898	-2.17528	0.356519	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	5.2439
10.8906	-3.50956	-2.69453	-2.14676	0.364586	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.206415
10.9928	-3.41469	-2.70372	-2.17557	0.288951	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.34567
11.0641	-3.27294	-2.72685	-2.14645	0.301479	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.783817
11.1088	-3.11783	-2.72279	-2.07425	0.386893	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.97107
11.173	-2.96113	-2.74095	-2.04011	0.397967	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.559722
