px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-1.20341	11.0258	5.09865	4.29662	0.150325	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.263
-1.28011	10.7807	5.112	4.32604	0.189036	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.34497
-1.40637	10.5297	5.14055	4.32481	0.176221	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	1.09463
-1.48711	10.2699	5.16547	4.35098	0.207055	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.69599
-1.59174	10.0566	5.14615	4.35106	0.195401	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	1.73062
-1.68284	9.82502	5.13375	4.35618	0.186252	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.421618
-1.76304	9.60093	5.11408	4.36641	0.187576	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.694447
-1.86612	9.35258	5.14006	4.37597	0.196596	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.65411
-1.94323	9.06483	5.17952	4.39477	0.206519	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.44781
-2.03359	8.83877	5.1561	4.39178	0.182377	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	1.6381
-2.12934	8.58751	5.1699	4.39527	0.175555	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.242322
-2.25206	8.33763	5.19412	4.38613	0.153416	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	3.04656
-2.30597	8.09914	5.1732	4.40457	0.166346	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.59699
-2.37687	7.88063	5.13919	4.40928	0.158586	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.33777
-2.48712	7.63148	5.15947	4.40342	0.142183	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.743736
-2.64961	7.39932	5.17015	4.36068	0.0646655	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	5.76554
-2.75201	7.14451	5.18876	4.35976	0.0596864	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.457071
-2.81622	6.90714	5.17681	4.37828	0.0866854	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.56022
-2.8673	6.6902	5.13322	4.39245	0.09795	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.46095
-2.94154	6.46142	5.10233	4.38497	0.064603	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.29414
-2.99818	6.22128	5.08837	4.39784	0.0755305	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.520146
-3.11184	5.97716	5.11037	4.38984	0.0650204	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.12641
-3.18955	5.70718	5.13659	4.39744	0.0699077	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	1.60391
-3.29845	5.46114	5.14369	4.37742	0.0249557	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.2294
-3.39156	5.20292	5.16388	4.37713	0.023289	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.574629
-3.45962	4.95594	5.16216	4.39041	0.0450347	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.252354
-3.5673	4.68548	5.20244	4.38595	0.0380108	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.24119
-3.67566	4.43512	5.21247	4.3662	-0.00575263	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.29044
-3.80259	4.17151	5.25269	4.3544	-0.0175796	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.90996
-3.88534	3.92923	5.24721	4.36413	0.00615562	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.10781
-3.9608	3.69154	5.23018	4.36807	0.00954584	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.521038
-4.06712	3.47943	5.20047	4.34812	-0.0290582	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.02428
-4.15838	3.23419	5.2023	4.3475	-0.0281276	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.0137314
-4.27238	2.98351	5.22095	4.33234	-0.0552272	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	0.820486
-4.35976	2.7138	5.24562	4.3367	-0.0467353	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.45821
-4.44741	2.46365	5.24808	4.34168	-0.0329036	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.205576
-4.54973	2.20294	5.27039	4.34047	-0.0312838	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.821823
-4.6611	1.96998	5.26534	4.31455	-0.0872391	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	3.96478
-4.77343	1.70328	5.29861	4.31149	-0.0838529	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	1.89155
-4.89715	1.45717	5.31417	4.29305	-0.113216	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.711228
-4.95977	1.21506	5.28789	4.30068	-0.100748	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.61499
-5.0582	0.990423	5.26247	4.29825	-0.0932599	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.95658
-5.12201	0.750607	5.23798	4.3056	-0.0818355	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	3.92674
-5.21257	0.466606	5.28351	4.30977	-0.0779339	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	5.36724
-5.28881	0.221929	5.27082	4.31426	-0.069352	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.47667
-5.4135	0.00255371	5.25111	4.31044	-0.0521411	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.25988
-5.49014	-0.236116	5.23488	4.31564	-0.0431961	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	1.86076
-5.60074	-0.445708	5.20242	4.29949	-0.0671749	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	3.60995
-5.72798	-0.652464	5.17525	4.27946	-0.0912255	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	3.01185
-5.84377	-0.876786	5.17699	4.25742	-0.133298	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	5.32966
-5.94295	-1.1325	5.19819	4.26298	-0.115908	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.19626
-6.0345	-1.39064	5.21754	4.27154	-0.0967855	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.78118
-6.16979	-1.6046	5.2031	4.25232	-0.116109	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.07176
-6.31493	-1.83141	5.22945	4.21903	-0.176108	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.21576
-6.42006	-2.07723	5.2389	4.22157	-0.161256	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.554936
-6.57091	-2.28446	5.22355	4.19904	-0.178206	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	2.97146
-6.71925	-2.49563	5.21536	4.17919	-0.192341	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	0.448714
-6.87536	-2.70737	5.21638	4.15651	-0.212091	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.11539
-6.96625	-2.97062	5.23858	4.17408	-0.175713	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.57672
-7.0953	-3.19594	5.23136	4.17082	-0.163811	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.222465
-7.22008	-3.39735	5.20357	4.16007	-0.168083	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	1.39846
-7.36553	-3.63955	5.2287	4.1553	-0.162033	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.44552
-7.52599	-3.79105	5.16972	4.12026	-0.19799	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	4.95842
-7.67054	-4.00022	5.16868	4.10763	-0.204169	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.479499
-7.82434	-4.22446	5.18398	4.09899	-0.201694	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.435354
-7.97508	-4.44166	5.18874	4.09115	-0.197648	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.372458
-8.1353	-4.67415	5.21441	4.08495	-0.19222	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	1.19745
-8.27444	-4.88437	5.18553	4.08901	-0.16258	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.59426
-8.40718	-5.10369	5.18408	4.09037	-0.150518	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.290675
-8.55314	-5.28312	5.13556	4.08274	-0.141511	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	4.37822
-8.7456	-5.47842	5.14749	4.05808	-0.163627	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.62652
-8.90323	-5.67914	5.13829	4.05144	-0.158249	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.440693
-9.06252	-5.86638	5.1258	4.03875	-0.16456	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.257127
-9.20021	-6.03723	5.06912	4.03569	-0.150568	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	7.11206
-9.38539	-6.14745	5.00863	3.9926	-0.196654	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	6.08052
-9.55837	-6.333	5.00569	3.98119	-0.196547	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.893733
-9.70106	-6.53693	5.00652	3.986	-0.178065	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.379775
-9.9216	-6.69445	5.02563	3.9465	-0.220161	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	6.64356
-10.1274	-6.85277	5.02702	3.91777	-0.242394	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.586753
-10.3113	-7.01534	5.02484	3.89935	-0.251869	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.11255
-10.5407	-7.18552	5.05411	3.87071	-0.271209	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.11716
-10.7463	-7.32776	5.04963	3.84264	-0.290449	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	2.02031
-10.9911	-7.48045	5.07831	3.80825	-0.314429	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.21232
-11.1815	-7.62311	5.05391	3.79185	-0.315006	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.38294
-11.3331	-7.77949	5.02106	3.79402	-0.293767	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.5275
-11.5305	-7.90839	4.99784	3.77246	-0.30251	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	2.05966
-11.715	-8.01439	4.95707	3.748	-0.315615	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.71682
-11.9132	-8.1303	4.91338	3.72547	-0.324111	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	2.50931
-12.1314	-8.21965	4.89486	3.6884	-0.350706	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	1.07799
-12.3541	-8.34371	4.92513	3.66748	-0.353628	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.27333
-12.5604	-8.42381	4.8943	3.63528	-0.372837	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	2.37779
-12.7724	-8.50932	4.85545	3.60447	-0.390869	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	2.2452
-13.045	-8.59347	4.89054	3.5613	-0.41844	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	3.36145
-13.29	-8.69041	4.91932	3.53665	-0.420049	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.47731
-13.513	-8.73649	4.89282	3.49707	-0.444163	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	2.24102
-13.7385	-8.77362	4.84711	3.45122	-0.480665	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	4.19306
-13.9607	-8.88517	4.8557	3.4471	-0.455865	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.748407
-14.2046	-8.97581	4.89628	3.43696	-0.431698	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.72191
-14.4244	-9.08759	4.89767	3.43767	-0.40453	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.634029
-14.6553	-9.15672	4.88924	3.4168	-0.407328	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.256182
-14.935	-9.15313	4.91146	3.35792	-0.452819	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	1.8231
-15.189	-9.22712	4.9348	3.34507	-0.438418	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.45194
-15.4459	-9.34319	4.96753	3.35233	-0.401465	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	5.27048
-15.6926	-9.37064	4.95027	3.31556	-0.429801	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	1.89729
-15.946	-9.45615	4.96931	3.31362	-0.405262	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.11728
-16.1992	-9.46353	4.96271	3.2733	-0.434632	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.26653
-16.4506	-9.45728	4.96262	3.23433	-0.455296	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.503093
-16.6762	-9.452	4.92961	3.19796	-0.478619	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	5.24788
-16.9533	-9.44022	4.95973	3.16072	-0.492713	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.37232
-17.2026	-9.50198	4.97337	3.16883	-0.446399	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.918
-17.4607	-9.5211	4.98429	3.15277	-0.43837	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.515635
-17.7183	-9.50981	4.98675	3.121	-0.455289	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.68797
-17.9722	-9.4777	4.99223	3.08706	-0.468116	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.191632
-18.2186	-9.43731	4.98325	3.04723	-0.495445	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.706973
-18.4292	-9.47952	4.94049	3.05429	-0.460814	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.44492
-18.6668	-9.46527	4.93682	3.04042	-0.444356	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.68922
-18.9143	-9.45881	4.93725	3.02767	-0.433278	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.272365
-19.1462	-9.41878	4.9293	3.00529	-0.429921	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.98552
-19.388	-9.30251	4.9398	2.94827	-0.470697	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	2.93708
-19.6234	-9.22315	4.932	2.90488	-0.503566	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.13833
-19.87	-9.10442	4.95236	2.85469	-0.531243	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.23653
-20.1059	-9.00428	4.95932	2.81745	-0.541711	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	4.93586
-20.298	-9.11788	4.86339	2.87103	-0.456124	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	15.4424
-20.5377	-9.07266	4.86568	2.8609	-0.437773	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.52823
-20.7574	-8.98063	4.85934	2.8287	-0.449954	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.736011
-20.9983	-8.89786	4.86994	2.80207	-0.457928	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.32292
-21.198	-8.82813	4.83626	2.78232	-0.456356	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	1.67945
-21.4311	-8.73684	4.84243	2.75444	-0.467824	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.82158
-21.6302	-8.70784	4.79312	2.75507	-0.443441	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	2.52485
-21.8249	-8.55389	4.78038	2.6872	-0.520982	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	6.73003
-22.0288	-8.48061	4.75624	2.67385	-0.507999	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.628999
-22.2389	-8.3685	4.76029	2.65353	-0.493455	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.88259
-22.4652	-8.27951	4.76499	2.64132	-0.479181	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.04075
-22.6592	-8.15492	4.7536	2.60721	-0.498374	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	1.08989
-22.8803	-7.93721	4.82019	2.5491	-0.531409	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	4.80826
-23.0715	-7.78431	4.81674	2.50029	-0.578102	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.5269
-23.2917	-7.61925	4.85389	2.47007	-0.57706	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	1.95288
-23.491	-7.48104	4.85863	2.46178	-0.535509	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.75774
-23.6588	-7.33411	4.83711	2.43406	-0.53806	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.759041
-23.8486	-7.17616	4.84448	2.41402	-0.523281	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.898528
-24.0161	-7.07249	4.7951	2.40517	-0.508067	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	2.39979
-24.1828	-6.88991	4.80008	2.36668	-0.529177	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	1.91043
-24.3366	-6.65162	4.83627	2.31503	-0.553939	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	3.07059
-24.5036	-6.4752	4.8371	2.28228	-0.570964	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.45585
-24.6091	-6.32097	4.77537	2.25066	-0.578654	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	5.67643
-24.7502	-6.12951	4.77368	2.21918	-0.581308	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.324873
-24.9278	-5.93574	4.80153	2.19932	-0.569433	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.48125
-25.0583	-5.73135	4.80303	2.16895	-0.567466	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.8632
-25.1923	-5.55599	4.78339	2.14752	-0.561497	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.439308
-25.3455	-5.37047	4.78661	2.14187	-0.520335	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.32038
-25.4859	-5.15459	4.80693	2.11671	-0.518009	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.527106
-25.6192	-4.97298	4.79192	2.11304	-0.4749	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.4539
-25.7351	-4.79441	4.76355	2.09416	-0.471575	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.70633
-25.8558	-4.58846	4.76482	2.0763	-0.458908	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.219456
-25.9647	-4.3549	4.78474	2.04698	-0.464521	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.450535
-26.0732	-4.1354	4.79046	2.00305	-0.517935	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	11.0455
-26.1599	-3.86606	4.83297	1.96357	-0.529977	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	2.10073
-26.2334	-3.63156	4.83582	1.91219	-0.584691	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.54242
-26.2613	-3.3669	4.84652	1.86044	-0.607842	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.50557
-26.3106	-3.12547	4.84887	1.81465	-0.637822	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.518893
-26.3358	-2.88517	4.84043	1.77227	-0.649397	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.37672
-26.3944	-2.65781	4.83444	1.74994	-0.632807	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.38761
-26.4739	-2.48451	4.78254	1.74021	-0.613874	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.74006
-26.5293	-2.2493	4.78582	1.72421	-0.585013	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.995687
-26.5804	-2.04457	4.75791	1.70451	-0.577102	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.34169
-26.6115	-1.80671	4.75823	1.68542	-0.552141	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.98997
-26.6088	-1.56166	4.76011	1.64768	-0.562599	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.10981
-26.6059	-1.32797	4.75447	1.60512	-0.59185	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.71451
-26.6091	-1.10039	4.74346	1.57565	-0.592444	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.103019
-26.6386	-0.871793	4.73915	1.56088	-0.572452	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.19025
-26.6489	-0.627921	4.74945	1.53776	-0.566027	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.452198
-26.636	-0.387291	4.75661	1.49962	-0.59092	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.2084
-26.5897	-0.110117	4.79805	1.45978	-0.599118	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.55267
-26.5703	0.127806	4.80044	1.43048	-0.60373	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	1.75183
-26.5468	0.404648	4.84481	1.4053	-0.595712	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.89015
-26.5346	0.641862	4.83964	1.39675	-0.557555	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.7603
-26.5276	0.913946	4.87727	1.38347	-0.540024	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	3.3343
-26.4901	1.16598	4.8843	1.3768	-0.491856	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.25035
-26.4335	1.40808	4.88818	1.34998	-0.493965	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.0751393
-26.3947	1.63149	4.86794	1.33816	-0.469497	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.13611
-26.3394	1.8534	4.85212	1.31523	-0.46971	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.220166
-26.2714	2.08428	4.85092	1.28672	-0.480787	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.22761
-26.2082	2.29116	4.82261	1.26368	-0.481024	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.713105
-26.1455	2.52126	4.81752	1.25334	-0.451723	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	0.774795
-26.0673	2.7602	4.82963	1.23151	-0.450411	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.120981
-25.9722	2.98213	4.83414	1.1894	-0.495568	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.91758
-25.8732	3.24647	4.87998	1.16637	-0.491825	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.73507
-25.7906	3.47399	4.88145	1.14666	-0.488657	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.14829
-25.684	3.68334	4.86994	1.11969	-0.491806	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.144787
-25.5671	3.89244	4.86471	1.08868	-0.50305	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.10934
-25.4975	4.08687	4.82965	1.07646	-0.490975	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.74325
-25.3738	4.29147	4.82601	1.04742	-0.498133	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.614613
-25.2154	4.50345	4.84357	1.01143	-0.509076	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	2.00842
-25.0647	4.70153	4.83973	0.987675	-0.492428	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.94788
-24.9455	4.89901	4.83026	0.967948	-0.487668	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.443103
-24.7894	5.0907	4.83138	0.938151	-0.491631	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.30874
-24.6233	5.29677	4.85393	0.909303	-0.495127	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.914962
-24.4517	5.47364	4.85862	0.865363	-0.532196	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.949445
-24.265	5.64612	4.86214	0.82829	-0.54319	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.2351
-24.0985	5.80998	4.85493	0.792133	-0.563429	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.1971
-23.9239	5.97259	4.84873	0.761675	-0.566211	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0507263
-23.7787	6.16349	4.83311	0.772181	-0.487634	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.78379
-23.6099	6.32191	4.82223	0.747598	-0.488437	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.125051
-23.4595	6.50138	4.81183	0.745871	-0.44818	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.87985
-23.2426	6.70379	4.87255	0.723534	-0.445111	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.2056
-23.0462	6.84853	4.86395	0.698782	-0.440515	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.54501
-22.8356	7.01509	4.88977	0.67395	-0.442397	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	1.09475
-22.624	7.14881	4.8932	0.637379	-0.465463	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.53487
