px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.92828	1.2515	5.21651	0.198717	0.177035	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794	3.16416
10.1799	1.34312	5.19691	0.228065	0.204922	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841	4.62712
10.4064	1.42603	5.17402	0.251018	0.221675	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701	1.36083
10.6435	1.51634	5.13626	0.278032	0.246311	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298	4.38608
10.8726	1.54903	5.11203	0.273125	0.225346	10.7313	1.45265	10.853	1.56549	4.90794	1.39701	1.5757
11.1349	1.60132	5.12898	0.273811	0.210809	11.4783	1.42876	11.0979	1.637	4.8844	1.46213	1.66595
11.4108	1.64595	5.15246	0.269181	0.190795	11.587	1.61462	11.3416	1.71179	4.85948	1.52832	1.69262
11.6451	1.70762	5.12584	0.277598	0.191549	11.4763	1.53917	11.584	1.78992	4.83313	1.59551	1.13612
11.8769	1.77243	5.11052	0.285585	0.190006	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366	0.527528
12.1282	1.86177	5.1331	0.300616	0.194802	12.136	2.14937	12.0647	1.95639	4.77598	1.73273	1.17858
12.3722	1.88974	5.11876	0.287337	0.166159	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265	0.843134
12.6249	1.94916	5.13526	0.286506	0.15233	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338	0.967121
12.8258	2.08539	5.11078	0.328861	0.196578	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485	3.49199
13.0853	2.18797	5.15545	0.341867	0.195406	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701	3.61274
13.288	2.33057	5.13563	0.382298	0.234294	13.0875	2.40708	13.2388	2.43409	4.605	2.08981	2.58523
13.4742	2.48455	5.08347	0.432387	0.289915	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317	10.858
13.7206	2.59632	5.10093	0.446103	0.288369	13.836	2.62479	13.6955	2.65053	4.52448	2.23703	0.718481
13.9408	2.71352	5.09019	0.465792	0.296909	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134	0.244471
14.1668	2.86355	5.1043	0.495968	0.31534	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601	0.477952
14.413	2.96729	5.13367	0.493627	0.285153	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099	1.62052
14.6231	3.04231	5.09808	0.489537	0.264049	14.4616	2.90734	14.583	3.12802	4.34097	2.5362	2.36197
14.8505	3.18964	5.12701	0.509485	0.26641	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157	3.92904
15.0539	3.37969	5.14124	0.553906	0.304037	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703	1.13461
15.2648	3.54558	5.14343	0.585601	0.327656	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249	2.41805
15.475	3.73001	5.16314	0.619541	0.348263	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789	0.717785
15.688	3.86355	5.15769	0.628148	0.337223	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315	0.954652
15.9089	4.00601	5.16336	0.637564	0.327899	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817	0.254663
16.1055	4.17381	5.1495	0.667529	0.353148	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629	1.71369
16.3019	4.36597	5.16557	0.698369	0.368347	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723	0.420158
16.5117	4.5272	5.17534	0.709396	0.357028	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109	0.692362
16.6914	4.69805	5.16401	0.731294	0.362486	16.6039	4.67344	16.613	4.5849	3.74	3.28438	0.423637
16.8446	4.90466	5.13199	0.785875	0.427232	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704	4.75471
17.0094	5.12512	5.14738	0.824508	0.447186	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897	0.487273
17.1786	5.30457	5.13148	0.847773	0.4544	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008	1.86174
17.3412	5.48575	5.11838	0.867454	0.451559	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028	0.27126
17.4957	5.66873	5.09447	0.893702	0.464996	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949	3.53844
17.6948	5.79419	5.06386	0.880381	0.423546	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762	2.37186
17.8336	6.005	5.05033	0.921316	0.460076	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458	1.40188
18.012	6.18682	5.05135	0.929156	0.442068	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027	0.752777
18.1575	6.40041	5.05633	0.956401	0.449487	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462	0.57232
18.2814	6.62817	5.06153	0.990853	0.463306	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753	0.32135
18.4095	6.84884	5.06032	1.02206	0.477365	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289	0.244726
18.5627	6.9917	5.00786	1.01759	0.447286	18.5422	6.76013	18.572	6.80638	2.7356	4.08867	3.14527
18.7093	7.2004	5.01758	1.02728	0.424633	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672	0.484728
18.9112	7.33794	4.98581	1.00283	0.37318	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299	4.7826
18.9933	7.55947	4.95625	1.0532	0.428413	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737	4.61727
19.0876	7.8051	4.97042	1.09091	0.446709	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098	0.590235
19.205	8.0193	4.96718	1.10834	0.439408	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017	0.369181
19.2871	8.2301	4.9431	1.13656	0.447887	19.132	8.12845	19.3028	8.08329	2.12266	4.40842	1.76408
19.3832	8.44725	4.93694	1.15408	0.435663	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445	2.46468
19.4814	8.60254	4.86789	1.15997	0.421062	19.347	8.30741	19.5042	8.5289	1.90381	4.49819	5.60321
19.5669	8.8224	4.85661	1.18784	0.435587	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956	0.813538
19.7337	8.98967	4.82958	1.1687	0.390177	20.0039	8.8906	19.6835	8.983	1.67841	4.57848	4.88356
19.8005	9.22179	4.82215	1.20782	0.424781	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488	1.05729
19.9363	9.43124	4.82471	1.20612	0.398411	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869	2.70549
19.9742	9.66638	4.8075	1.25854	0.455487	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984	2.96416
20.0665	9.89077	4.80948	1.27234	0.445153	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826	0.462263
20.1241	10.1385	4.82689	1.29729	0.441201	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389	6.71336
20.176	10.3925	4.84554	1.32686	0.448748	20.166	10.4687	20.0818	10.3863	0.968259	4.75666	0.338851
20.1879	10.6347	4.8343	1.37819	0.497323	19.6775	10.803	20.1271	10.6247	0.845742	4.77652	3.01895
20.2503	10.8907	4.85828	1.39819	0.490541	20.371	11.0109	20.1663	10.864	0.722256	4.7934	1.49149
20.2788	11.1437	4.87157	1.42541	0.488361	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727	4.73397
20.3143	11.3776	4.86449	1.44767	0.486391	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807	0.0480077
20.2565	11.6304	4.85253	1.52904	0.583255	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575	10.7368
20.3301	11.8659	4.85457	1.53125	0.553397	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027	4.66718
20.3558	12.1011	4.85388	1.5342	0.501931	19.966	11.9688	20.2687	12.0692	0.093487	4.83159	3.7844
20.3465	12.3731	4.88428	1.56725	0.508552	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968	0.871942
20.2947	12.6143	4.87358	1.62848	0.573249	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451	3.25489
20.3199	12.8526	4.87002	1.64026	0.555179	20.498	12.8924	20.254	12.7933	-0.28939	4.81605	1.81093
20.3054	13.0876	4.86145	1.66793	0.559387	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428	2.14556
20.2687	13.3049	4.8358	1.69914	0.564668	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918	1.24679
20.2289	13.5412	4.83363	1.72529	0.556117	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072	1.33745
20.211	13.7925	4.84605	1.74439	0.545912	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892	1.16349
20.1532	14.0228	4.83874	1.78218	0.566277	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374	0.891422
20.1006	14.2708	4.85184	1.80964	0.564463	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521	0.252195
20.028	14.5006	4.8486	1.84111	0.565965	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331	1.41602
19.9232	14.7459	4.86945	1.88262	0.578609	19.781	14.773	19.934	14.6897	-1.30687	4.62805	1.17959
19.8555	14.9671	4.85706	1.89926	0.552156	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944	3.45687
19.8222	15.1895	4.83851	1.90962	0.53516	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751	2.18537
19.6875	15.4007	4.83635	1.98841	0.641925	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226	7.79968
19.6517	15.5998	4.795	1.99854	0.621462	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372	3.93369
19.5547	15.8099	4.78617	2.02503	0.612115	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193	1.45836
19.4523	16.0202	4.78106	2.0539	0.610633	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469	0.0346606
19.3489	16.2316	4.77675	2.0685	0.574811	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868	1.92262
19.237	16.4121	4.74672	2.09905	0.578794	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731	1.04666
19.1161	16.6122	4.74315	2.12879	0.58132	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284	0.322204
18.9899	16.8155	4.74619	2.15646	0.579648	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953	0.0371283
18.8327	17.0062	4.75705	2.21619	0.647326	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476	6.28708
18.6694	17.2261	4.79735	2.24868	0.644755	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127	1.49675
18.5644	17.4345	4.78527	2.23136	0.54513	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489	6.25457
18.3584	17.6158	4.81207	2.27744	0.563047	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568	3.75272
18.2215	17.8083	4.80572	2.27959	0.508503	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372	2.38703
18.0888	17.9956	4.79633	2.29576	0.499439	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906	0.913908
17.9116	18.1517	4.78958	2.33984	0.536017	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418	2.02567
17.7737	18.3017	4.75204	2.36198	0.533337	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199	1.28704
17.6372	18.4861	4.74431	2.36859	0.503466	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973	6.70755
17.4498	18.6599	4.76393	2.39573	0.504439	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509	0.341508
17.2667	18.8031	4.75617	2.43139	0.523803	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817	1.81736
17.1022	18.9426	4.73256	2.456	0.523401	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904	0.475032
16.9347	19.113	4.73678	2.4674	0.500584	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678	2.99316
16.7197	19.2263	4.73266	2.50794	0.51703	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455	2.73406
16.531	19.378	4.74188	2.5319	0.519177	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938	3.1848
16.3154	19.5306	4.77235	2.55738	0.517101	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237	0.773825
16.0905	19.6153	4.76221	2.60904	0.557284	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364	10.112
15.8889	19.756	4.77439	2.62928	0.548679	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329	0.760004
15.6976	19.8829	4.76084	2.63342	0.499433	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141	3.20224
15.4757	20.0292	4.7943	2.65125	0.490173	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081	1.39143
15.2689	20.1677	4.80644	2.66238	0.469661	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347	5.7185
15.0777	20.3017	4.80243	2.67337	0.456814	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763	1.79957
14.8484	20.3834	4.80195	2.71152	0.481254	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068	2.1611
14.6336	20.5024	4.81103	2.72801	0.472949	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272	0.660188
14.4007	20.5869	4.82005	2.76511	0.500418	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386	1.35228
14.1554	20.6608	4.8323	2.7974	0.507459	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421	0.811082
13.9213	20.7304	4.83649	2.83351	0.529875	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386	0.399373
13.6528	20.7914	4.86756	2.86875	0.537572	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294	2.03263
13.4075	20.8206	4.86978	2.9233	0.591528	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153	2.36325
13.1592	20.8639	4.87684	2.9562	0.594644	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975	0.205004
12.9289	20.9216	4.87342	2.97781	0.584183	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694	1.73405
12.7179	20.9719	4.84915	2.99885	0.576967	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469	1.66664
12.47	21.0102	4.86099	3.02755	0.578985	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175	2.65545
12.2227	21.0485	4.87188	3.05192	0.573494	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912	0.2231
11.9848	21.0678	4.86985	3.08339	0.582447	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778	0.915839
11.7368	21.0415	4.86367	3.12638	0.59755	11.6814	20.8651	11.785	21.117	-4.86022	0.286869	1.82052
11.4906	21.0277	4.86352	3.16196	0.604271	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281	1.07099
11.2664	21.0249	4.84513	3.18927	0.602258	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057	0.592311
11.0142	20.9856	4.8515	3.22917	0.612947	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565	4.15046
10.7948	20.9508	4.82648	3.26323	0.618143	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643	0.533214
10.5463	20.951	4.82665	3.26633	0.563143	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604	5.67322
10.2763	20.9754	4.86735	3.27191	0.536121	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674	3.48293
10.0372	20.9572	4.86572	3.29067	0.52479	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463	1.01334
9.83075	20.9219	4.82977	3.31627	0.526058	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327	1.62357
9.59178	20.9158	4.81852	3.3119	0.468232	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189	2.34542
9.38838	20.8658	4.78221	3.33925	0.474275	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977	1.23651
9.16157	20.8263	4.7755	3.36014	0.472735	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362	1.52728
8.88559	20.7902	4.82247	3.37415	0.460249	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605	1.90186
8.66534	20.7121	4.81063	3.4079	0.47582	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372	4.51776
8.40146	20.6255	4.84735	3.43728	0.4804	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701	2.70083
8.17281	20.5452	4.84854	3.46699	0.491058	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542	0.112607
7.93383	20.4648	4.85977	3.49066	0.489636	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237	0.133763
7.71715	20.3782	4.85763	3.52479	0.513464	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781	3.52059
7.42773	20.3183	4.92215	3.53029	0.48866	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717	3.79293
7.19922	20.2204	4.92315	3.55375	0.485216	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399	0.22514
6.94037	20.1387	4.95581	3.56611	0.47079	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462	1.02644
6.71687	20.046	4.94924	3.58267	0.459241	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357	0.405115
6.46959	19.9566	4.97067	3.59505	0.44675	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079	0.568557
6.25323	19.8621	4.96105	3.61276	0.443138	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625	2.71256
5.99419	19.7705	4.99522	3.62005	0.425509	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993	1.24234
5.77463	19.6227	5.01499	3.66271	0.464184	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178	2.23122
5.58228	19.5028	4.98853	3.68733	0.466685	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418	0.896299
5.38257	19.3526	4.98595	3.72187	0.483004	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995	1.69389
5.16311	19.2529	4.98426	3.72965	0.464952	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622	1.87525
4.96446	19.141	4.95637	3.73658	0.435877	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059	4.46051
4.79021	18.9902	4.93143	3.7679	0.447454	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305	0.594398
4.58574	18.8399	4.94602	3.79511	0.460064	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359	1.50125
4.40069	18.7082	4.92761	3.81312	0.45516	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422	1.05143
4.21144	18.5666	4.9091	3.82415	0.431099	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888	1.39109
4.07339	18.409	4.86164	3.85825	0.447123	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362	2.24542
3.89615	18.236	4.88776	3.90173	0.495052	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644	7.03693
3.65493	18.0965	4.93248	3.89894	0.461844	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732	2.59747
3.484	17.9451	4.90277	3.90852	0.434471	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627	3.37261
3.26699	17.7795	4.93738	3.91646	0.417324	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331	1.19285
3.09379	17.5958	4.95642	3.95051	0.446476	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844	2.48186
2.90814	17.478	4.93299	3.94812	0.419117	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167	6.0387
2.77092	17.2614	4.94853	4.00292	0.476731	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302	3.30257
2.59707	17.0772	4.958	4.02061	0.469362	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251	0.115762
2.42873	16.9095	4.93253	4.02139	0.427207	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014	1.98201
2.26255	16.7371	4.92892	4.03357	0.416779	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595	0.501749
2.08945	16.5422	4.93395	4.04074	0.38961	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995	5.06588
1.93814	16.3131	4.95806	4.07023	0.400316	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216	2.34238
1.77685	16.1362	4.94025	4.07122	0.367714	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261	1.09121
1.57543	15.969	4.95988	4.06179	0.334857	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132	1.80985
1.45395	15.7386	4.98006	4.10726	0.383083	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832	2.08569
1.28502	15.5235	5.00894	4.11869	0.37328	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364	1.02713
1.12999	15.3302	5.00536	4.12479	0.355127	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773	0.960738
0.926152	15.1169	5.05703	4.1197	0.327137	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933	2.99778
0.775752	14.934	5.03013	4.11701	0.294026	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977	2.23873
0.664369	14.7176	5.01611	4.14364	0.308154	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864	0.338789
0.557265	14.4772	5.03386	4.18371	0.348278	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598	1.82871
0.386345	14.2585	5.06601	4.18446	0.32818	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181	1.19568
0.277164	14.0092	5.10334	4.22778	0.378782	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617	3.6167
0.245849	13.7572	5.06767	4.28439	0.42348	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909	3.14044
0.149715	13.5159	5.08688	4.31685	0.446051	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061	1.22053
-0.0144898	13.2901	5.12099	4.31005	0.41045	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075	1.91188
-0.131965	13.07	5.1063	4.3139	0.382983	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955	0.898009
-0.153162	12.8379	5.05956	4.36296	0.420433	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	2.82966
-0.274254	12.6117	5.04911	4.35848	0.378392	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	3.66354
-0.393303	12.3767	5.0651	4.3628	0.360205	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.439316
-0.521368	12.1666	5.04946	4.35214	0.318573	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	3.84465
-0.603975	11.9438	5.03459	4.36761	0.31857	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.481776
-0.73175	11.7165	5.03893	4.35897	0.283457	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.85324
-0.91928	11.4783	5.08945	4.32955	0.22963	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.2751
-1.03098	11.2506	5.07042	4.32118	0.191298	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	2.97077
