Kp:	0.2	Ki:	0	Kd:	0.4
cte	steer_value
0.3763	-0.06578	19.9173
0.3389	-0.05282	19.6032
0.2993	-0.04402	19.9202
0.2583	-0.03526	19.6068
0.2302	-0.0348	19.6076
0.1874	-0.02036	19.9239
0.1791	-0.0325	19.9248
0.1767	-0.03438	19.6108
0.1929	-0.04506	19.927
0.2201	-0.0549	19.6136
0.2377	-0.05458	19.6143
0.2627	-0.06254	19.9296
0.2859	-0.06646	19.6161
0.3004	-0.06588	19.6167
0.3203	-0.07202	19.9319
0.338	-0.07468	19.6186
0.3535	-0.0769	19.9336
0.3665	-0.0785	19.6204
0.377	-0.0796	19.9354
0.3825	-0.0787	19.936
0.3886	-0.08016	19.6229
0.392	-0.07976	19.9379
0.3928	-0.07888	19.6252
0.3919	-0.07802	19.6257
0.3882	-0.07616	19.9406
0.382	-0.07392	19.6277
0.3732	-0.07112	19.9429
0.366	-0.07032	19.9437
0.3533	-0.06558	19.6305
0.3383	-0.06166	19.946
0.3271	-0.06094	19.9467
0.3088	-0.05444	19.6339
0.2886	-0.04964	19.9491
0.2742	-0.04908	19.9499
0.2515	-0.04122	19.6373
0.2274	-0.03584	19.9521
0.2107	-0.03546	19.9528
0.1851	-0.02678	19.6405
0.1586	-0.02112	19.9549
0.1407	-0.02098	19.9556
0.1137	-0.01194	19.6435
0.0865	-0.00642	19.9576
0.0685	-0.0065	19.9582
0.042	0.0022	19.6461
0.0355	-0.0045	19.9599
0.0362	-0.00752	19.648
0.0292	-0.00304	19.6488
0.0556	-0.02168	19.9624
0.0738	-0.02204	19.9631
0.101	-0.03108	19.6513
0.1281	-0.03646	19.9649
0.1545	-0.04146	19.6531
0.1717	-0.04122	19.6536
0.1966	-0.04928	19.967
0.2204	-0.0536	19.6551
0.243	-0.05764	19.9686
0.2571	-0.05706	19.9691
0.2769	-0.0633	19.657
0.2951	-0.0663	19.9705
0.3113	-0.06874	19.6584
0.3254	-0.07072	19.9719
0.3336	-0.07	19.9723
0.344	-0.07296	19.6602
0.3521	-0.07366	19.9738
0.3563	-0.07294	19.9742
0.3604	-0.07372	19.6623
0.3622	-0.07316	19.9757
0.362	-0.07232	19.9763
0.3599	-0.07114	19.6646
0.3552	-0.06916	19.978
0.3484	-0.06696	19.6661
0.3392	-0.06416	19.9799
0.3422	-0.06964	19.6679
0.3527	-0.07474	19.9817
0.3641	-0.07738	19.9822
0.3899	-0.0883	19.6701
0.4073	-0.08842	19.6706
0.431	-0.09568	19.9834
0.445	-0.0946	19.9837
0.4632	-0.09992	19.6714
0.478	-0.10152	19.9843
0.4893	-0.10238	19.6723
0.4948	-0.10116	19.6727
0.4987	-0.1013	19.673
0.5015	-0.10142	19.9858
0.5007	-0.09982	19.6744
0.4963	-0.0975	19.987
0.4914	-0.09632	19.9875
0.4812	-0.09216	19.6766
0.4675	-0.08802	19.9891
0.4566	-0.08696	19.9895
0.4377	-0.07998	19.6792
0.4158	-0.0744	19.9914
0.3912	-0.0684	19.6812
0.3734	-0.06756	19.6819
0.3447	-0.05746	19.9942
0.3245	-0.05682	19.9949
0.2928	-0.04588	19.6847
0.2592	-0.0384	19.9966
0.2361	-0.03798	19.9972
0.2008	-0.02604	19.6872
0.1644	-0.01832	19.999
0.1277	-0.01086	19.6888
0.1032	-0.01084	19.6893
0.0665	0.00138	20.0008
0.0303	0.00842	19.6906
0.0065	0.00822	19.6909
-0.0284	0.01964	20.0022
-0.062	0.02584	19.6918
-0.0836	0.02536	19.692
-0.1145	0.03526	20.0034
-0.1434	0.04024	19.6926
-0.1615	0.03954	19.6927
-0.1867	0.04742	20.0043
-0.2021	0.04658	20.0047
-0.2291	0.05662	20.0048
-0.24	0.05236	20.0051
-0.2492	0.05352	19.6939
-0.2599	0.05626	20.0056
-0.2232	0.02996	19.6951
-0.2026	0.03228	19.6954
-0.1702	0.02108	20.0073
-0.1343	0.0125	19.6975
-0.1094	0.01192	19.6981
-0.0708	-0.00128	20.0096
-0.0313	-0.00954	19.6999
0.0093	-0.0181	20.0111
0.0365	-0.01818	20.0116
0.0771	-0.03166	19.7018
0.1043	-0.03174	19.7022
0.1446	-0.04504	20.013
0.1841	-0.05262	19.7032
0.2227	-0.05998	20.0139
0.2596	-0.06668	19.7036
0.2949	-0.0731	20.0144
0.3173	-0.07242	20.0145
0.3488	-0.08236	19.7038
0.378	-0.08728	20.0149
0.4044	-0.09144	19.7041
0.4204	-0.09048	19.7041
0.4417	-0.09686	20.0152
0.4598	-0.0992	19.7043
0.47	-0.09808	19.7043
0.4824	-0.10144	20.0159
0.4887	-0.10026	20.0162
0.4965	-0.10242	20.0166
0.498	-0.1002	20.0169
0.4972	-0.09912	19.7056
0.4947	-0.09794	19.706
0.4879	-0.09486	20.0181
0.4778	-0.09152	19.7073
0.4691	-0.09034	19.7079
0.4534	-0.0844	20.0197
0.4347	-0.07946	19.7095
0.4205	-0.07842	19.7101
0.397	-0.07	20.0216
0.3709	-0.06374	19.7119
0.3522	-0.06296	19.7126
0.3224	-0.05256	20.0236
0.2908	-0.04552	19.7144
0.2688	-0.04496	19.7149
0.2462	-0.0402	19.7155
0.2113	-0.0283	20.026
0.1756	-0.02084	19.7169
0.1391	-0.01322	20.0272
0.1147	-0.01318	20.0276
0.0903	-0.0083	20.0279
0.0541	0.00366	19.7188
0.0181	0.01078	20.0289
-0.0055	0.01054	20.0291
-0.0397	0.02162	19.7196
-0.0729	0.02786	20.0297
-0.1043	0.03342	19.7201
-0.1242	0.0328	19.7202
-0.1523	0.0417	20.0299
-0.1698	0.04096	20.0301
-0.1939	0.04842	19.7204
-0.2155	0.05174	20.0304
-0.2343	0.05438	19.7207
-0.2502	0.0564	20.0306
-0.259	0.05532	20.0307
-0.267	0.0566	19.7212
-0.3009	0.07374	20.0312
-0.4294	0.13728	20.0314
-0.7339	0.26858	19.8173
-0.6198	0.07832	19.8707
-0.4619	0.02922	19.7886
0.3683	-0.40574	19.7991
0.2529	-0.00442	19.8221
0.2001	-0.0189	19.7853
0.1746	-0.02472	19.6885
0.1949	-0.0471	19.7416
0.2553	-0.07522	19.7545
0.3026	-0.07944	19.7276
0.3745	-0.10366	19.7522
0.4446	-0.11696	19.7089
0.511	-0.12876	19.7366
0.553	-0.1274	19.7336
0.6119	-0.14594	19.7177
0.6659	-0.15478	19.7285
0.7147	-0.16246	19.7147
0.7575	-0.16862	19.7244
0.7827	-0.16662	19.7234
0.815	-0.17592	19.7086
0.8409	-0.17854	19.7218
0.8602	-0.17976	19.7063
0.8693	-0.1775	19.7055
0.877	-0.17848	19.7203
0.8784	-0.17624	19.7203
0.8748	-0.17352	19.7044
0.8644	-0.16872	19.7208
0.8474	-0.16268	19.7053
0.8239	-0.15538	19.7221
0.7943	-0.14702	19.7076
0.7587	-0.1375	19.7241
0.7177	-0.12714	19.7111
0.6715	-0.11582	19.7266
0.6381	-0.11426	19.7276
0.5847	-0.09558	19.7171
0.5271	-0.08238	19.7299
0.4661	-0.06882	19.7213
0.4239	-0.0679	19.7229
0.3588	-0.04572	19.7326
0.2918	-0.03156	19.7271
0.2233	-0.01726	19.7341
0.1543	-0.00326	19.7306
0.0622	0.0244	19.7325
0.0165	0.01498	19.7332
-0.0505	0.0369	19.7327
-0.0943	0.03638	19.7325
-0.1579	0.05702	19.7347
-0.2193	0.06842	19.7316
-0.2776	0.07884	19.7355
-0.3144	0.0776	19.7354
-0.3662	0.09396	19.7278
-0.4138	0.1018	19.7355
-0.4569	0.10862	19.7258
-0.4828	0.10692	19.7247
-0.517	0.11708	19.7342
-0.5369	0.11534	19.7341
-0.5542	0.11776	19.7336
-0.569	0.11972	19.7336
-0.5864	0.12424	19.7206
-0.5947	0.12226	19.7203
-0.6022	0.12344	19.7331
-0.6037	0.12134	19.7192
-0.5992	0.11804	19.733
-0.5888	0.1136	19.719
-0.5726	0.10804	19.7333
-0.5587	0.10618	19.7335
-0.5425	0.10202	19.7338
-0.5138	0.09128	19.7208
-0.4799	0.08242	19.7342
-0.4548	0.08092	19.7346
-0.4136	0.06624	19.7234
-0.3838	0.06484	19.724
-0.3361	0.04814	19.7353
-0.2851	0.03662	19.726
-0.2495	0.03566	19.7266
-0.1941	0.01666	19.7354
-0.1366	0.00432	19.7287
-0.0775	-0.00814	19.735
-0.0376	-0.00844	19.7347
0.0225	-0.02854	19.7306
0.083	-0.0408	19.7334
0.1231	-0.04066	19.7329
0.1823	-0.06014	19.7313
0.2406	-0.07144	19.7306
0.2785	-0.07086	19.7299
0.3333	-0.08858	19.731
0.3858	-0.09816	19.7271
0.4193	-0.09726	19.7261
0.4664	-0.11212	19.7299
0.5102	-0.11956	19.7231
0.5499	-0.12586	19.729
0.5854	-0.13128	19.7201
0.6162	-0.13556	19.7281
0.634	-0.13392	19.7277
0.6567	-0.14042	19.7168
0.6742	-0.14184	19.7272
0.6867	-0.14234	19.7157
0.692	-0.14052	19.7154
0.6955	-0.1405	19.7271
0.6938	-0.13808	19.7153
0.6868	-0.13456	19.7278
0.6748	-0.13016	19.7162
0.6577	-0.1247	19.7289
0.6436	-0.12308	19.7294
0.6188	-0.11384	19.7189
0.5997	-0.1123	19.7196
0.5677	-0.10074	19.7317
0.5317	-0.09194	19.7224
0.492	-0.08252	19.7335
0.4493	-0.07278	19.7258
0.4036	-0.06244	19.7353
0.3719	-0.0617	19.7359
0.3228	-0.04492	19.7304
0.2718	-0.03396	19.7373
0.2371	-0.03354	19.7378
0.1846	-0.01592	19.7344
0.1313	-0.00494	19.7384
0.0781	0.00566	19.7369
0.0253	0.01606	19.7385
-0.0094	0.01576	19.7384
-0.06	0.03224	19.7393
-0.1093	0.04158	19.738
-0.1565	0.05018	19.7406
-0.1866	0.04936	19.7408
-0.2294	0.063	19.7361
-0.2691	0.0697	19.7415
-0.2938	0.06864	19.7414
-0.3277	0.0791	19.7344
-0.3578	0.0836	19.7418
-0.3757	0.0823	19.7416
-0.399	0.08912	19.7327
-0.4178	0.09108	19.7417
-0.4323	0.09226	19.7319
-0.442	0.09228	19.7417
-0.4471	0.09146	19.7312
-0.4479	0.0899	19.7311
-0.4452	0.08796	19.7419
-0.438	0.08472	19.7313
-0.4262	0.08052	19.7422
-0.4101	0.07558	19.7319
-0.3971	0.07422	19.7322
-0.3741	0.06562	19.7429
-0.3474	0.0588	19.7334
-0.317	0.05124	19.7433
-0.2834	0.04324	19.7348
-0.2594	0.04228	19.7354
-0.2211	0.0289	19.7437
-0.1943	0.02814	19.7437
-0.1524	0.01372	19.7375
-0.1085	0.00414	19.7436
-0.0634	-0.00536	19.7388
-0.0327	-0.00574	19.7392
0.0138	-0.02136	19.7427
0.0605	-0.03078	19.7402
0.0917	-0.03082	19.7402
0.1381	-0.04618	19.7412
0.1686	-0.04592	19.7408
0.2132	-0.06048	19.7408
0.2567	-0.06874	19.7394
0.2847	-0.06814	19.7389
0.3248	-0.081	19.7409
0.3628	-0.08776	19.737
0.3981	-0.09374	19.7407
0.4305	-0.09906	19.735
0.4595	-0.1035	19.7404
0.477	-0.1024	19.7402
0.5001	-0.10926	19.7327
0.5196	-0.11172	19.7401
0.5304	-0.1104	19.7399
0.5434	-0.11388	19.7315
0.5522	-0.11396	19.7401
0.5571	-0.11338	19.7312
0.558	-0.11196	19.7312
0.5559	-0.11034	19.7407
0.5499	-0.10758	19.7318
0.5398	-0.10392	19.7415
0.526	-0.09968	19.7329
0.5147	-0.09842	19.7334
0.4948	-0.091	19.743
0.4715	-0.08498	19.7353
0.4456	-0.07876	19.7443
0.4284	-0.0788	19.7448
0.4076	-0.0732	19.7384
0.4017	-0.07798	19.7461
0.4238	-0.0936	19.7406
0.4588	-0.10576	19.7412
0.544	-0.14288	19.7477
0.666	-0.182	19.7404
0.7286	-0.17076	19.7463
0.2909	0.1169	19.7298
0.1263	0.04058	19.728
0.0492	0.021	19.6994
0.012	0.01248	19.7011
-0.0117	0.01182	19.7005
-0.0464	0.02316	19.6988
-0.0799	0.02938	19.7009
-0.112	0.03524	19.6997
-0.1421	0.04046	19.7036
-0.161	0.03976	19.7041
-0.1874	0.04804	19.7
-0.2035	0.04714	19.7003
-0.2254	0.05384	19.7059
-0.2446	0.0566	19.7008
-0.2558	0.05564	19.701
-0.2655	0.05698	19.701
-0.2774	0.06024	19.7081
-0.2837	0.05926	19.7085
-0.2903	0.0607	19.7019
-0.2936	0.06004	19.7097
-0.2937	0.05878	19.7027
-0.2903	0.0567	19.7108
-0.2863	0.05566	19.7112
-0.2778	0.05216	19.7042
-0.266	0.04848	19.7123
-0.2565	0.0475	19.7127
-0.2401	0.04146	19.7062
-0.2207	0.03638	19.7137
-0.199	0.03112	19.7078
-0.1832	0.03032	19.7084
-0.1577	0.02134	19.715
-0.1396	0.02068	19.7153
-0.1112	0.01088	19.7108
-0.0812	0.00424	19.716
-0.0499	-0.00254	19.7124
-0.0176	-0.0094	19.7165
0.0042	-0.00956	19.7167
0.0372	-0.02064	19.7146
0.0704	-0.02736	19.5586
0.1035	-0.03394	19.6494
0.1256	-0.03396	19.4885
0.1586	-0.04492	19.7726
0.1905	-0.05086	19.6528
0.2112	-0.05052	19.7202
0.241	-0.06012	19.6865
0.2694	-0.06524	19.6859
0.2964	-0.07008	19.8215
0.3132	-0.06936	19.8138
0.3363	-0.0765	19.6231
0.3505	-0.07578	19.6809
0.3698	-0.08168	19.7134
0.3866	-0.08404	19.7133
0.3963	-0.08314	19.7155
0.4086	-0.08664	19.7167
0.418	-0.08736	19.7186
0.4246	-0.08756	19.7169
0.4299	-0.0881	19.721
0.4417	-0.09306	19.7196
0.4803	-0.1115	19.7243
0.4701	-0.08994	19.7252
0.4976	-0.11052	19.7219
0.5335	-0.12106	19.7267
0.5657	-0.12602	19.7234
0.5933	-0.1297	19.7292
0.6162	-0.1324	19.7229
0.6288	-0.1308	19.7229
0.6434	-0.13452	19.7324
0.6532	-0.13456	19.7234
0.6578	-0.1334	19.736
0.6576	-0.13144	19.7248
0.6522	-0.12828	19.7384
0.646	-0.12672	19.7397
0.6328	-0.12128	19.7277
0.6149	-0.11582	19.7432
0.5926	-0.1096	19.7311
0.566	-0.10256	19.746
0.5461	-0.10126	19.7472
0.5134	-0.0896	19.7361
0.4769	-0.08078	19.7502
0.4374	-0.07168	19.7402
0.4095	-0.07074	19.7415
0.3658	-0.05568	19.7544
0.3199	-0.04562	19.7452
0.2722	-0.03536	19.7572
0.2233	-0.0251	19.7491
0.1903	-0.02486	19.7503
0.1404	-0.00812	19.7597
0.0904	0.00192	19.7537
0.0572	0.00184	19.7546
0.008	0.01808	19.7613
-0.0401	0.02726	19.7577
-0.0693	0.02554	19.7591
-0.097	0.03048	19.7612
-0.1053	0.02438	19.7618
-0.0956	0.01524	19.762
-0.0804	0.01	19.7649
-0.0695	0.00954	19.766
-0.0522	0.00352	19.7648
-0.0338	-0.0006	19.7684
-0.0146	-0.00476	19.7679
-0.0014	-0.005	19.7688
0.019	-0.01196	19.7714
0.0397	-0.01622	19.7716
0.0608	-0.0206	19.7736
0.0749	-0.02062	19.7743
0.0889	-0.02338	19.7749
0.1097	-0.03026	19.7762
0.1304	-0.03436	19.7779
0.1439	-0.03418	19.7784
0.1699	-0.04438	19.7796
0.1824	-0.04148	19.7805
0.1944	-0.04368	19.7813
0.2114	-0.04908	19.7812
0.2275	-0.05194	19.7835
0.2374	-0.05144	19.7838
0.251	-0.05564	19.7848
0.2633	-0.05758	19.7851
0.2705	-0.05698	19.7857
0.277	-0.058	19.7862
0.2853	-0.06038	19.7887
0.2919	-0.06102	19.7879
0.2966	-0.0612	19.7907
0.2995	-0.06106	19.7907
0.3005	-0.0605	19.7921
0.3001	-0.05986	19.7927
0.2981	-0.05882	19.794
0.2957	-0.05818	19.795
0.293	-0.05752	19.7945
0.3075	-0.0673	19.7975
0.3421	-0.08226	19.7972
0.3809	-0.0917	19.7979
0.4368	-0.10972	19.7981
0.4894	-0.11892	19.7996
0.5382	-0.12716	19.7963
0.5683	-0.1257	19.796
0.6094	-0.13832	19.7987
0.6341	-0.1367	19.7987
0.6767	-0.15238	19.7987
0.6946	-0.14608	19.7989
0.7166	-0.15212	19.7933
0.7329	-0.1531	19.7964
0.7434	-0.15288	19.7933
0.7471	-0.1509	19.7917
0.7476	-0.14972	19.7997
0.7617	-0.15798	19.7927
0.8173	-0.1857	19.8015
0.9111	-0.21974	19.7915
1.0024	-0.237	19.796
1.085	-0.25004	19.7833
1.1347	-0.24682	19.7787
1.2005	-0.26642	19.7887
1.2564	-0.27364	19.7702
1.3014	-0.27828	19.7831
1.3355	-0.28074	19.7605
1.3582	-0.28072	19.7818
1.3697	-0.27854	19.754
1.371	-0.27472	19.7527
1.3637	-0.26982	19.7799
1.3455	-0.26182	19.7543
1.3273	-0.25818	19.7551
1.2913	-0.24386	19.7849
1.2452	-0.2306	19.7603
1.1892	-0.21544	19.7893
1.1469	-0.21246	19.7908
1.0766	-0.1872	19.7696
1.0251	-0.18442	19.7715
0.9708	-0.17244	19.7743
0.9107	-0.1581	19.8026
0.9083	-0.1807	19.7837
0.9418	-0.20176	19.8037
0.9605	-0.19958	19.8047
0.9818	-0.20488	19.788
0.9915	-0.20218	19.7881
0.9994	-0.20304	19.8026
1.0002	-0.20036	19.8034
0.9974	-0.19836	19.8046
0.9866	-0.193	19.7868
0.975	-0.19036	19.7853
0.9416	-0.17496	19.7899
0.9199	-0.1753	19.791
0.8817	-0.16106	19.8079
0.8525	-0.15882	19.8086
0.8109	-0.14554	19.798
0.8426	-0.1812	19.8097
0.9481	-0.23182	19.8014
1.0337	-0.24098	19.8003
1.1541	-0.27898	19.8074
1.2645	-0.29706	19.7849
1.3636	-0.31236	19.7917
1.4229	-0.3083	19.7877
1.4764	-0.31668	19.7832
1.5463	-0.33722	19.7567
1.5858	-0.33296	19.7536
1.6335	-0.34578	19.7718
1.6676	-0.34716	19.7386
1.6827	-0.34258	19.7339
1.6933	-0.3429	19.7634
1.6901	-0.33674	19.7297
1.6803	-0.33214	19.7289
1.6542	-0.3204	19.7676
1.6148	-0.3072	19.7302
1.5814	-0.30292	19.7321
1.521	-0.28004	19.7746
1.4487	-0.26082	19.7359
1.3918	-0.2556	19.784
1.3807	-0.2717	19.7816
1.3871	-0.27998	19.752
1.4103	-0.29134	19.7862
1.4196	-0.28764	19.7868
1.4237	-0.28638	19.7541
1.4159	-0.28006	19.7858
1.3967	-0.27166	19.7545
1.367	-0.26152	19.7895
1.3421	-0.25846	19.7909
1.2955	-0.24046	19.7595
1.2381	-0.22466	19.7907
1.1711	-0.20742	19.7665
1.095	-0.18856	19.7976
1.0111	-0.16866	19.7749
0.951	-0.16616	19.7776
0.8558	-0.13308	19.8045
0.7889	-0.13102	19.806
0.7078	-0.10912	19.7883
0.6739	-0.12122	19.7905
0.6648	-0.12932	19.8098
0.662	-0.13128	19.7971
0.6543	-0.12778	19.8122
0.6465	-0.12618	19.8125
0.6365	-0.1233	19.8129
0.6176	-0.11596	19.8014
0.594	-0.10936	19.814
0.5662	-0.10212	19.8035
0.5453	-0.1007	19.8041
0.5111	-0.08854	19.8184
0.4734	-0.0796	19.8081
0.4464	-0.07848	19.8095
0.4038	-0.06372	19.8201
0.3587	-0.0537	19.8131
0.3274	-0.05296	19.8144
0.2792	-0.03656	19.8214
0.2296	-0.02608	19.8185
0.179	-0.01556	19.8227
0.145	-0.0154	19.8233
0.0943	0.00142	19.8214
0.0605	0.00142	19.8222
0.0365	0.0023	19.8227
0.0696	-0.02716	19.8255
0.1362	-0.05388	19.8232
0.2029	-0.06726	19.8273
0.2681	-0.0797	19.8243
0.3103	-0.07894	19.8243
0.3712	-0.0986	19.825
0.4103	-0.0977	19.8244
0.4478	-0.10456	19.8234
0.501	-0.12148	19.8256
0.5506	-0.12996	19.8214
0.5958	-0.13724	19.8258
0.6232	-0.1356	19.8249
0.6601	-0.14678	19.818
0.6818	-0.14504	19.8175
0.7097	-0.1531	19.8249
0.7321	-0.15538	19.8164
0.7438	-0.15344	19.816
0.7565	-0.15638	19.8253
0.7633	-0.15538	19.8149
0.7645	-0.15338	19.8146
0.7614	-0.15104	19.8277
0.7525	-0.14694	19.8149
0.7451	-0.14606	19.8152
0.7375	-0.14446	19.8298
0.7331	-0.14486	19.8174
0.7246	-0.14152	19.8318
0.7107	-0.13658	19.8188
0.6985	-0.13482	19.8195
0.6758	-0.12608	19.8341
0.6578	-0.12436	19.8346
0.6271	-0.11314	19.8227
0.6041	-0.11162	19.8233
0.5661	-0.09802	19.8384
0.5241	-0.08802	19.8261
0.4941	-0.08682	19.8271
0.4628	-0.08004	19.8283
0.4133	-0.06286	19.842
0.3612	-0.0514	19.832
0.3253	-0.0507	19.8329
0.2888	-0.04316	19.8341
0.2328	-0.02416	19.8437
0.1758	-0.01236	19.8373
0.1375	-0.01218	19.8381
0.0802	0.00688	19.8437
0.0423	0.0067	19.8439
-0.0138	0.0252	19.8409
-0.0681	0.03534	19.8438
0.1672	-0.12756	19.8435
0.1885	-0.04622	19.8429
0.1058	0.01192	19.8336
-0.0837	0.09254	19.8286
-0.0769	0.01266	19.8294
-0.0618	0.00632	19.8207
-0.044	0.00168	19.8254
-0.0254	-0.00236	19.8233
-0.006	-0.00656	19.8259
0.0073	-0.00678	19.8267
0.0274	-0.01352	19.8257
0.041	-0.01364	19.8264
0.0617	-0.02062	19.8287
0.0824	-0.02476	19.8286
0.1031	-0.0289	19.83
0.1167	-0.02878	19.8304
0.1366	-0.03528	19.8314
0.1561	-0.03902	19.8316
0.1748	-0.04244	19.8329
0.1868	-0.04216	19.8335
0.204	-0.04768	19.8333
0.2148	-0.04728	19.8338
0.2298	-0.05196	19.8357
0.2436	-0.05424	19.8351
0.252	-0.05376	19.8355
0.2633	-0.05718	19.8381
0.2699	-0.05662	19.8388
0.2785	-0.05914	19.8365
0.2853	-0.05978	19.8405
0.2904	-0.06012	19.8376
0.2936	-0.06	19.8422
0.2947	-0.05938	19.8428
0.2949	-0.05906	19.8391
0.294	-0.05844	19.8399
0.2912	-0.05712	19.8448
0.2866	-0.05548	19.8413
0.2826	-0.05492	19.8418
0.2752	-0.05208	19.8468
0.2662	-0.04964	19.8436
0.2557	-0.04694	19.8483
0.2438	-0.044	19.8451
0.2306	-0.04084	19.85
0.2212	-0.04048	19.8506
0.2062	-0.03524	19.8474
0.1957	-0.03494	19.848
0.1792	-0.02924	19.8524
0.1621	-0.02558	19.8497
0.1503	-0.02534	19.8503
0.1384	-0.02292	19.851
0.1202	-0.01676	19.8542
0.1079	-0.01666	19.8547
0.0897	-0.01066	19.8536
0.0713	-0.0069	19.8556
0.0593	-0.00706	19.8559
0.0416	-0.00124	19.8562
0.0244	0.002	19.8566
0.0078	0.00508	19.8577
-0.008	0.00792	19.8575
-0.0179	0.00754	19.8578
-0.0319	0.01198	19.8598
-0.0449	0.01418	19.8586
-0.0529	0.01378	19.8588
-0.0636	0.017	19.8619
-0.073	0.01836	19.8595
-0.0785	0.0179	19.8598
-0.0854	0.01984	19.8641
-0.0908	0.02032	19.8604
-0.0935	0.01978	19.8607
-0.0962	0.02032	19.8662
-0.1011	0.02218	19.8614
-0.1202	0.03168	19.8678
-0.1046	0.01468	19.8623
-0.0881	0.01102	19.8625
-0.0799	0.0127	19.8627
-0.0696	0.0098	19.8699
-0.0581	0.00702	19.8645
-0.0452	0.00388	19.8712
-0.0361	0.00358	19.8717
-0.0217	-0.00142	19.8664
-0.0116	-0.00172	19.8669
0.0042	-0.00716	19.8732
0.0206	-0.01068	19.8686
0.0376	-0.01432	19.8741
0.049	-0.01436	19.8744
0.0663	-0.02018	19.8707
0.0837	-0.0237	19.8752
0.101	-0.02712	19.8722
0.1182	-0.03052	19.876
0.1294	-0.03036	19.8762
0.1456	-0.0356	19.8741
0.1614	-0.0386	19.8769
0.1763	-0.04122	19.8754
0.1905	-0.04378	19.8775
0.2035	-0.0459	19.8768
0.2116	-0.04556	19.8773
0.2228	-0.04904	19.8782
0.2326	-0.05044	19.8787
0.2413	-0.05174	19.8783
0.2462	-0.0512	19.8785
0.2523	-0.0529	19.8809
0.2556	-0.05244	19.8814
0.2593	-0.05334	19.879
0.2614	-0.05312	19.883
0.262	-0.05264	19.8795
0.261	-0.0518	19.8841
0.2586	-0.05076	19.8806
0.2561	-0.05022	19.8809
0.2512	-0.04828	19.8856
0.2449	-0.04646	19.8818
0.2399	-0.04598	19.8822
0.2314	-0.04288	19.8872
0.2217	-0.04046	19.8833
0.2146	-0.04008	19.8834
0.203	-0.03596	19.8896
0.1948	-0.03568	19.8899
0.1819	-0.03122	19.8841
0.1681	-0.0281	19.8914
0.1537	-0.02498	19.8847
0.1388	-0.0218	19.893
0.1287	-0.0217	19.8933
0.1134	-0.01656	19.8864
0.0979	-0.01338	19.8936
0.0872	-0.01316	19.8938
-0.103	0.09668	19.8881
-0.1735	0.0629	19.8886
-0.0082	-0.06448	19.8831
-0.0916	0.05168	19.8826
-0.1782	0.07028	19.8789
-0.2354	0.06996	19.8803
-0.3176	0.0964	19.8721
-0.3959	0.1105	19.8726
-0.4693	0.12322	19.8705
-0.5373	0.13466	19.8672
-0.599	0.14448	19.8667
-0.6366	0.14236	19.8657
-0.6871	0.15762	19.8583
-0.7305	0.16346	19.8647
-0.7554	0.16104	19.8637
-0.7862	0.16956	19.8509
-0.8024	0.16696	19.8499
-0.82	0.17104	19.8621
-0.8296	0.16976	19.8466
-0.8326	0.16772	19.8619
-0.8606	0.18332	19.8612
-0.9234	0.2098	19.8466
-1.0189	0.24198	19.8598
-1.1049	0.25538	19.8402
-1.156	0.25164	19.8341
-1.2225	0.2711	19.8457
-1.2603	0.26718	19.844
-1.3065	0.27978	19.8145
-1.3304	0.27564	19.8106
-1.3555	0.28114	19.8367
-1.368	0.2786	19.8027
-1.3709	0.27534	19.8348
-1.3687	0.27286	19.8347
-1.355	0.26552	19.7998
-1.3288	0.25528	19.8324
-1.3046	0.25124	19.8332
-1.2587	0.23338	19.8017
-1.2013	0.2173	19.8354
-1.157	0.21368	19.8369
-1.0825	0.1867	19.811
-1.0273	0.18338	19.8122
-0.9373	0.15146	19.8452
-0.8727	0.1487	19.8471
-0.77	0.11292	19.8226
-0.6976	0.11056	19.8252
-0.5914	0.0758	19.8524
-0.5624	0.10088	19.8515
-0.5936	0.1312	19.839
-0.6475	0.15106	19.853
-0.6805	0.1493	19.8515
-0.724	0.1622	19.837
-0.7486	0.15956	19.8362
-0.7787	0.16778	19.845
-0.7943	0.1651	19.8455
-0.8109	0.16882	19.8293
-0.8175	0.16614	19.8284
-0.8206	0.16536	19.8457
-0.8183	0.16274	19.8454
-0.8082	0.1576	19.8311
-0.7972	0.15504	19.831
-0.7828	0.1508	19.8317
-0.755	0.13988	19.8434
-0.7552	0.15112	19.8433
-0.8168	0.188	19.838
-0.9436	0.23944	19.8435
-1.0685	0.26366	19.8314
-1.1456	0.25996	19.8219
-1.2507	0.29218	19.8259
-1.3139	0.28806	19.8235
-1.3973	0.31282	19.7894
-1.4673	0.32146	19.8012
-1.5061	0.31674	19.7977
-1.5382	0.32048	19.795
-1.5743	0.3293	19.7648
-1.5903	0.32446	19.7615
-1.6017	0.3249	19.7887
-1.5984	0.31836	19.7474
-1.5881	0.3135	19.74
-1.5605	0.30106	19.7956
-1.5193	0.28738	19.7311
-1.5216	0.30524	19.7315
-1.519	0.30276	19.7334
-1.575	0.3374	19.8024
-1.6557	0.36342	19.7334
-1.7227	0.37134	19.7921
-1.7583	0.3659	19.7878
-1.7977	0.3753	19.7069
-1.8147	0.36974	19.7028
-1.8242	0.36864	19.6986
-1.8246	0.36508	19.7788
-1.8087	0.35538	19.6892
-1.789	0.34992	19.6892
-1.7463	0.33218	19.7825
-1.6882	0.3144	19.6973
-1.6412	0.30944	19.7018
