Kp:	0.3	Ki:	0.0075	Kd:	0.6
cte	steer_value
0.5731	-0.148511	50.945
0.5922	-0.110912	51.1625
0.6095	-0.0990494	51.3635
0.6125	-0.0432229	51.5042
0.6087	-0.0493816	51.6707
0.5922	-0.0122178	51.9821
0.5743	-0.0365652	52.2069
0.5517	-0.0198928	52.4427
0.5245	-0.00839711	52.6877
0.476	0.0796219	53.049
0.4393	-0.0178714	53.2992
0.402	0.0139167	53.5204
0.3635	0.0254871	53.7319
0.3043	0.122587	54.1
0.265	-0.00681376	54.3419
0.2293	0.0264226	54.5285
0.1803	0.104773	54.8395
0.1505	-0.00418879	55.0813
0.126	0.019834	55.2757
0.097	0.0605236	55.5943
0.0826	-0.00989791	55.8376
0.0735	0.00229083	56.0546
0.0692	-0.00270705	56.2692
0.2002	-0.603448	56.6365
0.2307	0.14826	56.8838
0.3927	-0.666681	56.4484
0.6337	-0.763483	54.8642
0.7856	-0.196299	53.809
0.9835	-0.630549	52.2838
1.0953	-0.188239	51.4155
1.1872	-0.319584	50.3061
1.2905	-0.4565	48.7876
1.335	-0.192413	48.3836
1.3541	-0.228083	48.2135
1.3753	-0.317752	48.2178
1.4458	-0.551538	48.2967
1.5576	-0.641132	48.2951
1.6717	-0.571345	47.1282
1.7033	-0.210752	46.2126
1.6805	-0.170494	44.8579
1.6257	-0.171999	44.0384
1.5462	-0.143228	43.253
1.383	0.18023	43.4677
1.247	-0.120858	43.6247
1.0992	0.00161454	43.7254
0.8511	0.456739	43.9705
0.6695	-0.0403887	44.2115
0.3973	0.540602	44.0476
0.2159	-0.0242423	44.0894
0.0409	0.178787	43.5122
-0.2121	0.597333	42.6299
-0.3771	0.0649246	42.8235
-0.4379	-0.181612	42.3857
-0.1541	-1.46941	40.901
0.0755	-0.439471	41.095
0.2989	-0.514961	40.6461
0.5098	-0.521499	39.7872
0.7959	-0.936018	38.0058
0.9637	-0.28123	36.9312
1.1121	-0.494494	35.9059
1.3037	-0.790704	34.4488
1.4088	-0.342877	34.3958
1.49	-0.456614	33.8471
1.5758	-0.571296	32.4365
1.6093	-0.351321	32.4148
1.6206	-0.386439	31.9668
1.6139	-0.375691	31.1854
1.5729	-0.272598	30.6667
1.5252	-0.32542	30.6729
1.4634	-0.280925	30.7471
1.3871	-0.244106	30.8024
1.2469	0.017948	30.9213
1.1374	-0.253675	31.0366
1.0233	-0.156183	31.2863
0.8339	0.197427	31.5184
0.6939	-0.172551	31.6902
0.5521	-0.0380173	31.8074
0.404	0.01965	31.977
0.1703	0.420185	32.3969
0.011	-0.0773972	32.7207
-0.0853	-0.173519	32.6983
-0.0283	-0.688193	32.9714
0.1101	-0.691997	33.1692
0.2487	-0.496061	32.7746
0.3703	-0.427435	31.9225
0.4733	-0.406302	31.09
0.5956	-0.562494	30.3325
0.6582	-0.275318	30.2664
0.7018	-0.341426	29.8225
0.7309	-0.342881	29.0067
0.7502	-0.345654	28.7591
0.7471	-0.276906	28.8064
0.7311	-0.27579	28.8386
0.7034	-0.25747	28.9238
0.6644	-0.234139	29.0217
0.5854	-0.0769663	29.1906
0.5197	-0.221573	29.3259
0.4471	-0.156175	29.5696
0.3657	-0.118496	29.7504
0.228	0.129084	30.0529
0.1269	-0.146722	30.2917
0.025	-0.0487341	30.4955
-0.1377	0.250776	30.8193
-0.3646	0.429991	31.2136
-0.5196	-0.0154571	31.3358
-0.6093	-0.123475	31.2438
-0.6951	0.0456923	31.4429
-0.7835	0.099426	31.6792
-0.9144	0.307781	32.1136
-0.998	0.0205452	32.3863
-1.0722	0.101272	32.4635
-1.1535	0.182417	32.8548
-1.1122	-0.36835	33.1359
-1.0344	-0.248547	33.3281
-0.9247	-0.294082	33.2528
-0.8606	-0.0200306	33.2825
-0.8047	-0.0928385	33.3195
-0.7255	-0.233904	33.6974
-0.675	-0.063151	33.9802
-0.6312	-0.103454	34.1355
-0.5733	-0.194497	34.4965
-0.5396	-0.0619157	34.7538
-0.5125	-0.091068	34.9319
-0.4902	-0.0926468	35.1638
-0.4652	-0.120325	35.5499
-0.4546	-0.0526791	35.7987
-0.4494	-0.0621506	36.0286
-0.4486	-0.0570399	36.2871
-0.4141	-0.220118	36.7019
-0.311	-0.457576	36.9777
-0.1816	-0.426488	37.144
-0.0133	-0.550834	36.9445
0.0758	-0.125123	36.7902
0.1425	-0.220201	36.2309
0.215	-0.327529	34.9108
0.2481	-0.155201	35.1834
0.2662	-0.186996	35.2346
0.272	-0.178751	35.365
0.2587	-0.126873	35.613
0.2352	-0.126933	35.7757
0.2012	-0.103777	35.9724
0.1315	0.0367678	36.2935
0.0734	-0.0898408	36.5202
0.01	-0.0346522	36.7834
-0.0977	0.167522	37.1727
-0.1774	-0.0444282	37.4471
-0.2571	0.0290379	37.6423
-0.3815	0.252743	38.0156
-0.4676	-0.00136325	38.3072
-0.5489	0.0770463	38.4402
-0.6281	0.103165	38.6558
-0.7433	0.290418	39.0596
-0.8156	0.0357857	39.2906
-0.8433	-0.0551271	39.369
-0.7385	-0.534535	39.6856
-0.6194	-0.29358	39.9565
-0.5053	-0.230887	39.3944
-0.4007	-0.214509	38.3825
-0.258	-0.428873	38.5288
-0.1725	-0.107229	38.6265
-0.1011	-0.187083	38.554
-0.0396	-0.199294	38.6381
0.0355	-0.299618	38.8816
0.0725	-0.111199	39.014
0.1014	-0.169519	39.076
0.1055	-0.0892578	39.2121
0.0984	-0.100502	39.3936
0.0693	-0.0312098	39.7137
0.0382	-0.0715288	39.9433
-0.0005	-0.0404851	40.2016
-0.0729	0.101052	40.5941
-0.1298	-0.0365458	40.8579
-0.1892	0.016151	41.0909
-0.2855	0.192157	41.4777
-0.3539	-0.00267608	41.7645
-0.4197	0.0587529	41.9455
-0.5176	0.229506	42.3161
-0.5822	0.0238965	42.5938
-0.6187	-0.0164323	42.7304
-0.5384	-0.464637	43.0573
-0.4235	-0.352404	43.3429
-0.3147	-0.239915	43.2994
-0.1747	-0.40685	43.0842
-0.0965	-0.0790541	43.086
-0.0349	-0.158575	43.0124
0.0365	-0.26547	43.1987
0.0712	-0.0936515	43.3879
0.0914	-0.120072	43.4692
0.0996	-0.111151	43.71
0.0913	-0.0700249	43.9109
0.058	0.00297216	44.2007
0.0231	-0.0462567	44.4153
-0.0193	-0.0145906	44.6779
-0.0693	0.00955398	44.9542
-0.1565	0.168622	45.3646
-0.2211	-0.00640772	45.6489
-0.3163	0.191728	45.8959
-0.3791	-0.00462853	46.0998
-0.4378	0.0612354	46.2795
-0.5136	0.167195	46.6136
-0.4634	-0.427375	46.8738
-0.3928	-0.232643	47.0438
-0.3263	-0.15349	46.9418
-0.2424	-0.247645	46.8829
-0.1962	-0.0507657	46.9757
-0.1476	-0.155632	47.0635
-0.1269	-0.0391109	47.2027
-0.1157	-0.0656467	47.3894
-0.1137	-0.0535274	47.705
-0.1215	-0.0330905	47.9427
-0.1365	-0.0236593	48.1715
-0.1158	-0.201393	48.4141
-0.0079	-0.517611	48.8004
0.0542	-0.117041	48.9628
0.0985	-0.139248	48.4743
0.1388	-0.179519	48.1689
0.1503	-0.0705809	48.3272
0.1478	-0.079115	48.4517
0.1333	-0.0635806	48.6117
0.0904	0.0359457	48.9259
0.0509	-0.0414864	49.139
0.0431	-0.175672	49.3675
0.0421	-0.129953	49.7292
0.0289	-0.0522852	49.895
0.0043	-0.0252097	50.0183
-0.05	0.085011	50.3152
