Kp:	0.3	Ki:	0.0075	Kd:	0.6
cte	steer_value
1.1778	-0.384352	50.9469
1.2208	-0.174105	50.7026
1.2125	-0.0897506	50.6392
1.1531	0.00654765	50.6873
1.0457	0.0994621	50.7408
0.9006	0.162588	50.7873
0.7315	0.196273	50.8183
0.5525	0.205677	50.8372
0.434	-0.0655845	50.8469
0.2656	0.322677	50.8647
0.1144	0.169132	50.8956
0.3595	-1.56872	50.8598
0.9041	-2.03477	50.8937
1.46	-1.4068	50.6723
1.9994	-1.35202	50.3329
2.3421	-0.601341	50.114
2.8195	-1.75496	49.8008
3.2374	-1.30601	49.5852
3.4746	-0.695708	49.4222
3.7553	-1.38885	49.1067
3.9313	-0.914253	48.9096
3.9823	-0.637744	48.7349
3.9492	-0.596664	48.4775
3.7832	-0.227193	48.4296
3.4971	0.00204672	48.4067
3.2544	-0.465203	48.4674
2.8163	0.532638	48.5319
2.3701	0.185967	48.4619
2.0695	-0.455201	48.3324
1.9775	-1.01211	48.3102
1.9567	-0.803227	48.1775
1.8576	-0.239896	47.9132
1.7422	-0.322065	47.6988
1.5046	0.195483	47.7279
1.1927	0.278601	47.7588
0.9557	-0.206334	47.7535
0.5825	0.614175	47.7147
0.1784	0.51402	47.7258
-0.2353	0.535353	47.5475
-0.6254	0.477153	47.4001
-0.8633	-0.0834323	47.3281
-1.1774	0.675648	47.279
-1.4591	0.442408	47.2855
-1.6915	0.342218	47.114
-1.8079	-0.0114928	47.0929
-1.9241	0.301238	47.138
-1.824	-0.627028	47.1976
-1.5529	-0.90106	47.2309
-1.2469	-0.658155	47.0909
-1.0377	-0.153218	46.9544
-0.7337	-0.838749	46.713
-0.4407	-0.637547	46.7551
-0.1759	-0.572862	46.5564
-0.028	-0.15974	46.4355
0.1403	-0.562718	46.3521
0.2558	-0.330601	46.427
0.3352	-0.312721	46.3819
0.5486	-1.0327	46.4425
0.7721	-0.811805	46.5106
0.914	-0.437711	46.2637
0.9532	-0.191339	46.0999
0.9504	-0.270507	46.1182
0.8444	0.0740503	46.2476
0.7437	-0.187232	46.2996
0.552	0.233758	46.3476
0.3121	0.270767	46.4117
0.1343	-0.0983436	46.4089
-0.1386	0.502762	46.3978
-0.4264	0.408889	46.4485
-0.7088	0.387975	46.3363
-0.9606	0.314041	46.2918
-1.1716	0.253637	46.2913
-1.3361	0.18985	46.3378
-1.3603	-0.291884	46.3828
-1.1793	-0.871335	46.4606
-0.9466	-0.622049	46.4098
-0.7146	-0.49506	46.2137
-0.5021	-0.436249	46.007
-0.3271	-0.349897	45.9188
-0.1996	-0.258984	45.9091
-0.1426	-0.0826975	45.9403
-0.0964	-0.220803	46.016
-0.0894	-0.0914564	46.0968
-0.1226	-0.00615514	46.1687
-0.1933	0.0677124	46.2504
-0.2924	0.11352	46.3256
-0.4096	0.140399	46.3897
-0.5351	0.152895	46.4475
-0.6603	0.153775	46.5042
-0.7779	0.144387	46.5626
-0.8473	-0.0311023	46.6245
-0.7824	-0.508491	46.6683
-0.5992	-0.727225	46.7367
-0.4265	-0.405249	46.6095
-0.2883	-0.279674	46.4093
-0.1955	-0.180583	46.3654
-0.148	-0.106184	46.42
-0.1419	-0.0434613	46.4974
-0.1582	-0.0500517	46.5509
-0.2074	0.0410604	46.6274
-0.2831	0.0884771	46.7037
-0.3777	0.120163	46.7715
-0.4821	0.133611	46.8328
-0.5882	0.135678	46.891
-0.689	0.12778	46.95
-0.7791	0.113053	47.0116
-0.831	-0.0138672	47.0546
-0.8298	-0.149193	47.1222
-0.7064	-0.56746	47.1913
-0.6228	-0.107441	47.2194
-0.5151	-0.299978	47.0735
-0.4272	-0.177372	47.124
-0.3647	-0.119932	47.1415
-0.3394	-0.0253222	47.1829
-0.3224	-0.0845147	47.2546
-0.3301	-0.00177963	47.3484
-0.3302	-0.094286	47.3951
-0.2308	-0.531499	47.4641
-0.1339	-0.301564	47.5305
-0.074	-0.138131	47.4014
-0.0618	-0.0193278	47.418
-0.0764	-0.0198595	47.4648
-0.1226	0.0532835	47.5332
-0.1929	0.0910598	47.6021
-0.2683	0.0646195	47.663
-0.2837	-0.209563	47.7194
-0.2985	-0.0676392	47.7824
-0.3157	-0.0398448	47.7948
-0.3536	0.053924	47.8563
-0.4026	0.0634449	47.9228
-0.4567	0.0670954	47.9852
-0.4929	-0.0166712	48.0263
-0.4797	-0.19089	48.0883
-0.4131	-0.313558	48.1528
-0.3558	-0.146181	48.1822
-0.3234	-0.0536115	48.1664
-0.3172	0.000463324	48.2225
-0.3308	0.0233655	48.2882
-0.3588	0.0401597	48.3511
-0.3964	0.0520047	48.4122
-0.4248	-0.00697208	48.4522
-0.469	0.091384	48.5115
-0.5155	0.076203	48.574
-0.5453	0.00283551	48.6104
-0.5554	-0.0399763	48.6678
-0.4943	-0.309204	48.7294
-0.4309	-0.15675	48.7892
-0.3955	-0.0205445	48.7695
-0.3567	-0.105922	48.8114
-0.3373	-0.021208	48.8513
-0.3189	-0.0648122	48.9089
-0.3117	-0.0224217	48.9693
-0.2897	-0.116801	49.0091
-0.1983	-0.401983	49.0692
-0.1431	-0.0873771	49.1044
-0.0809	-0.201126	49.0179
-0.0742	0.0498224	49.0528
-0.0926	0.0321778	49.1013
-0.135	0.0747845	49.1468
-0.1922	0.0879395	49.2
-0.2357	-0.00278553	49.2327
-0.3035	0.145789	49.2811
-0.3747	0.120127	49.3381
-0.4204	0.0068146	49.3638
-0.4807	0.142693	49.4103
-0.5316	0.0836332	49.4666
-0.53	-0.123074	49.4952
-0.4802	-0.214163	49.5486
-0.4433	-0.0388515	49.5722
-0.3953	-0.114914	49.5808
-0.3536	-0.0693771	49.6342
-0.3191	-0.0562229	49.6839
-0.2934	-0.0397762	49.7387
-0.2752	-0.0318641	49.794
-0.2067	-0.282127	49.8493
-0.1235	-0.243612	49.9042
-0.0608	-0.121532	49.8966
-0.0291	-0.0374788	49.9167
-0.0262	0.010184	49.9691
-0.0461	0.0386648	50.0238
-0.0828	0.0587568	50.075
-0.1305	0.07126	50.1238
-0.1838	0.076532	50.1712
-0.22	-0.0059134	50.2025
-0.2719	0.112248	50.2496
-0.3219	0.0805786	50.3009
-0.3647	0.0603541	50.3427
-0.3958	0.0339764	50.3903
-0.4144	0.0137817	50.4403
-0.4199	-0.00857436	50.4744
-0.4281	0.0399433	50.5256
-0.3303	-0.441495	50.5763
-0.2291	-0.223629	50.6254
-0.1388	-0.163966	50.5096
-0.0727	-0.0943023	50.5219
-0.0412	-0.00885254	50.5498
-0.0107	-0.0969495	50.6002
0.0044	-0.0423343	50.6483
0.0034	-0.00941727	50.6963
0.0245	-0.150697	50.7463
0.0304	-0.0368904	50.7789
0.0516	-0.139525	50.815
0.0557	-0.0325636	50.8471
0.0448	-0.00322248	50.8864
0.0157	0.0426548	50.9347
-0.0267	0.0622257	50.9823
-0.0597	-0.00753719	51.0116
-0.1117	0.104548	51.0534
-0.1667	0.0850875	51.1
-0.2024	-0.0020475	51.1242
-0.2499	0.103879	51.1647
-0.2919	0.0646494	51.2105
-0.315	-0.000980812	51.2359
-0.3375	0.0475362	51.2794
-0.3184	-0.130503	51.3252
-0.2888	-0.081667	51.3548
-0.2436	-0.124027	51.3827
-0.201	-0.080283	51.4231
-0.1647	-0.0619618	51.4591
-0.1452	-0.00718579	51.4875
-0.1222	-0.0672608	51.5316
-0.1048	-0.0408546	51.5752
-0.0966	-0.0148877	51.6039
-0.0902	-0.0307592	51.6477
-0.0892	-0.0132745	51.6913
-0.0913	-0.0123541	51.7202
-0.0971	-0.00325382	51.7633
-0.0267	-0.356995	51.8062
0.0446	-0.194741	51.8346
0.131	-0.260133	51.7656
0.1873	-0.103368	51.7853
0.2088	-0.0251152	51.7929
0.1969	0.0335586	51.8353
0.1588	0.0676625	51.8778
0.1224	-0.00250808	51.9023
0.0259	0.275024	51.9344
-0.0858	0.219843	51.975
-0.1907	0.16291	51.9383
-0.2749	0.101873	51.9407
-0.3177	-0.0188922	51.9589
-0.3628	0.103022	51.9983
-0.3901	0.0351454	52.0366
-0.3975	-0.0060984	52.0727
-0.384	-0.047433	52.1142
-0.3651	-0.0194274	52.1415
-0.2846	-0.28398	52.1799
-0.1539	-0.378766	52.2199
-0.0677	-0.070221	52.1985
0.0408	-0.282196	52.124
0.1008	-0.037917	52.1438
0.1666	-0.187186	52.1433
0.1957	-0.0292109	52.167
0.2154	-0.0793567	52.1971
0.2099	0.00106819	52.2362
0.1938	-0.0126519	52.2631
0.1545	0.0647647	52.3013
0.1197	-0.0061569	52.3274
0.0605	0.116682	52.3591
-0.006	0.103572	52.3973
-0.0725	0.094278	52.4216
-0.1319	0.0731992	52.4511
-0.1656	-0.0149391	52.4728
-0.197	0.0438868	52.5087
-0.1765	-0.174335	52.5457
-0.127	-0.185411	52.5828
-0.093	-0.0452111	52.586
-0.0506	-0.119686	52.5923
-0.0162	-0.073867	52.6281
0.0016	-0.0225515	52.6488
0.0195	-0.0671457	52.6849
0.0306	-0.0428818	52.7343
0.0305	-0.0106475	52.7583
0.023	-0.00502722	52.7949
0.0085	0.00826938	52.8313
-0.011	0.0154872	52.8673
-0.0337	0.0204309	52.9028
-0.0495	-0.0150977	52.9261
-0.0728	0.0377556	52.9609
-0.0881	-0.0103079	52.9844
-0.1034	0.0105277	53.0179
-0.0717	-0.197988	53.0528
-0.0359	-0.110958	53.0759
0.0095	-0.142352	53.075
0.0416	-0.0664106	53.1021
0.0544	-0.0146079	53.1186
0.0618	-0.040868	53.1523
0.0603	-0.0188618	53.175
0.049	0.00321825	53.2093
0.0281	0.0237006	53.2433
0.0101	-0.0103682	53.2653
-0.0202	0.0536669	53.2973
-0.0539	0.0462159	53.3304
-0.0875	0.0419767	53.3598
-0.1078	-0.0122596	53.3801
-0.1339	0.049771	53.4113
-0.1365	-0.0625378	53.4436
