Kp:	0.3	Ki:	0.0075	Kd:	0.6
cte	steer_value
-1.0779	-0.117578	43.4271
-0.9432	-0.159236	43.4649
-0.8401	0.0543757	43.4764
-0.7105	-0.149603	43.4863
-0.8788	1.23732	43.5138
-1.0186	0.44269	43.5272
-1.2049	0.694111	43.2704
-1.346	0.419747	43.0763
-1.4114	0.206244	42.9288
-1.461	0.339597	42.8453
-1.4823	0.278899	42.8815
-1.5885	0.745092	42.8766
-1.8675	1.36019	42.899
-2.0795	0.691167	42.6748
-2.1719	0.320417	42.4857
-2.229	0.47934	42.2772
-2.218	0.297236	42.3087
-2.1684	0.298395	42.3031
-2.0277	-0.0109319	42.3616
-1.8589	0.0667156	42.4089
-1.8685	0.935966	42.45
-1.9025	0.640074	42.4832
-1.8952	0.374415	42.2082
-1.8045	0.0919531	41.9902
-1.6343	-0.0744096	42.0011
-1.4862	0.204627	42.042
-1.1394	-0.755116	42.0806
-0.9405	0.321746	42.0931
-0.6296	-0.532643	41.8925
-0.3078	-0.399377	41.7802
-0.1559	0.356861	41.6822
0.0352	-0.247923	41.5895
0.2382	-0.278357	41.4631
0.446	-0.306598	41.4543
0.5768	0.0156074	41.4544
0.7547	-0.406358	41.4546
0.8664	-0.0460481	41.475
1.0093	-0.360965	41.4281
1.1187	-0.17831	41.4683
1.1042	0.284586	41.4575
1.0445	0.188837	41.5037
0.9781	0.0950913	41.4257
0.9199	0.0402004	41.4223
0.8687	0.0333041	41.4624
0.8227	0.034195	41.5101
0.782	0.0296143	41.5587
0.7453	0.0299673	41.6066
0.6693	0.223083	41.6543
0.5846	0.182344	41.7018
0.5174	0.088717	41.7071
0.4738	0.0316199	41.7352
0.4565	-0.0220947	41.7661
0.4442	0.0239253	41.8143
0.4441	-0.013406	41.8597
0.4505	-0.0142351	41.8908
0.4685	-0.0519004	41.9371
0.4851	-0.0218005	41.9677
0.5042	-0.0390664	41.9972
0.5257	-0.0496441	42.0273
0.5611	-0.112621	42.0721
0.586	-0.0404082	42.1017
0.6208	-0.11439	42.1399
0.6424	-0.0418282	42.1691
0.6699	-0.104604	42.2083
0.6909	-0.071312	42.252
0.6988	-0.0329056	42.2928
0.6973	-0.0265827	42.3215
0.6861	-0.00979886	42.3795
0.6715	-0.019822	42.4228
0.6596	-0.0419133	42.4512
0.6461	-0.029296	42.4798
0.6134	0.0546413	42.5364
0.5841	-0.00259153	42.5785
0.5646	-0.0393705	42.603
0.5358	0.0279833	42.6441
0.5055	0.0181805	42.685
0.4854	-0.0294252	42.7114
0.4663	-0.00822871	42.7382
0.4377	0.041083	42.7787
0.4093	0.0218433	42.8193
0.3991	-0.0582068	42.8446
0.4162	-0.13865	42.884
0.4429	-0.11886	42.9091
0.4824	-0.155362	42.9346
0.5126	-0.0898657	42.9671
0.526	-0.0406541	42.9857
0.5365	-0.0733878	43.0236
0.5384	-0.04864	43.0498
0.5332	-0.0400103	43.0884
0.5188	-0.0178261	43.1274
0.5046	-0.0412422	43.1533
0.468	0.0597715	43.2043
0.4335	0.00230418	43.2422
0.3976	0.0142135	43.2738
0.3738	-0.0386062	43.2983
0.3385	0.0450902	43.3352
0.3021	0.0306376	43.3715
0.2784	-0.0258347	43.3943
0.2458	0.0477101	43.4298
0.2252	-0.0200869	43.4539
0.1981	0.0393711	43.4879
0.182	-0.019305	43.5118
0.1682	-0.00239261	43.5348
0.1448	0.0506609	43.5824
0.1307	-0.0097382	43.618
0.1243	-0.0222753	43.6397
0.1698	-0.237128	43.6748
0.247	-0.265751	43.7098
0.3651	-0.38169	43.7006
0.5255	-0.493655	43.6845
0.6157	-0.0989726	43.6443
0.7323	-0.395557	43.5038
0.7622	0.0224812	43.5235
0.7715	-0.0938189	43.5062
0.7615	-0.0762031	43.5205
0.741	-0.0805677	43.5447
0.709	-0.0563123	43.5704
0.613	0.207911	43.6201
0.5601	-0.125633	43.6446
0.618	-0.530995	43.6207
0.7497	-0.60952	43.6367
0.8486	-0.291715	43.4684
0.886	-0.0961888	43.3382
0.9035	-0.167009	43.3379
0.8848	-0.0689604	43.379
0.8327	-0.00776029	43.4151
0.7812	-0.0901998	43.4419
0.6856	0.111106	43.4771
0.5682	0.12078	43.5126
0.4827	-0.0639556	43.5222
0.3525	0.22394	43.5388
0.2154	0.178687	43.5682
0.0832	0.157218	43.5553
-0.0029	-0.0174975	43.5692
0.2662	-1.50286	43.5938
0.7441	-1.65249	43.6244
1.0629	-0.460252	43.4866
1.6688	-2.15811	43.0516
1.9475	-0.142461	42.9198
2.3239	-1.36735	42.6425
2.6601	-1.09324	42.6395
2.9439	-1.01056	42.3752
3.1544	-0.8738	42.0606
3.2469	-0.574602	41.8504
3.3039	-0.737849	41.5938
3.2644	-0.431462	41.5828
3.1228	-0.210277	41.4718
2.975	-0.428113	41.5137
2.7059	0.103166	41.5948
2.3642	0.183534	41.6048
2.1034	-0.323032	41.6036
1.6866	0.60211	41.579
1.2418	0.447275	41.5474
1.035	-0.647993	41.4383
0.9084	-0.420677	41.2864
0.9778	-1.0538	41.064
1.018	-0.454778	40.9414
1.0063	-0.26022	40.6811
0.9668	-0.260929	40.6021
0.8673	-0.0608892	40.6482
0.7756	-0.228892	40.6811
0.6098	0.128195	40.738
0.4797	-0.179428	40.7657
0.2701	0.274464	40.7776
0.0385	0.230731	40.811
-0.1981	0.230331	40.7647
-0.3501	-0.125063	40.763
-0.5661	0.394503	40.7803
-0.7804	0.294853	40.7969
-0.9148	-0.0310086	40.7448
-1.0918	0.379934	40.7422
-1.1998	0.0192774	40.768
-1.3336	0.317792	40.7296
-1.4392	0.172074	40.7769
-1.4502	-0.168845	40.7747
-1.2713	-0.793832	40.8238
-1.1341	-0.165482	40.8236
-0.9328	-0.53851	40.621
-0.8035	-0.0998381	40.603
-0.6314	-0.474095	40.461
-0.4799	-0.322707	40.5068
-0.3605	-0.245645	40.4371
-0.2807	-0.166772	40.4623
-0.2478	-0.0683986	40.4966
-0.2246	-0.149005	40.556
-0.2238	-0.0837014	40.5938
-0.2337	-0.0901908	40.6495
-0.1674	-0.463095	40.6877
0.0099	-0.800791	40.7434
0.1554	-0.412883	40.6582
0.2416	-0.224638	40.4332
0.2667	-0.109449	40.4257
0.2548	-0.103895	40.4686
0.2044	-0.0283479	40.5319
0.1195	0.0376261	40.5927
0.007	0.0887407	40.6476
-0.124	0.121367	40.694
-0.2649	0.141939	40.7338
-0.3605	-0.0632971	40.758
-0.501	0.265005	40.794
-0.6437	0.205941	40.8373
-0.776	0.175126	40.8299
-0.8883	0.136032	40.8587
-0.9796	0.114761	40.901
-1.0488	0.089321	40.9506
-0.9919	-0.408998	41.0022
-0.8531	-0.484503	41.0373
-0.7003	-0.352462	40.9656
-0.4884	-0.596006	40.8263
-0.3041	-0.365181	40.7963
-0.162	-0.261193	40.6543
-0.0664	-0.180981	40.669
-0.0118	-0.131574	40.7219
0.0059	-0.0813186	40.7815
-0.009	-0.0329302	40.8405
-0.0518	0.0114572	40.897
-0.1167	0.0470399	40.9499
-0.1976	0.074119	40.9988
-0.2575	-0.0476855	41.029
-0.3511	0.163828	41.0718
-0.4518	0.139194	41.1202
-0.5502	0.126589	41.144
-0.6105	-0.0219243	41.1679
-0.6917	0.177193	41.2099
-0.7665	0.12416	41.2566
-0.7882	-0.0879533	41.2851
-0.6441	-0.70649	41.3288
-0.5113	-0.277276	41.3516
-0.3249	-0.53755	41.1489
-0.2132	-0.105462	41.1191
-0.0767	-0.40489	40.988
0.0311	-0.255322	41.0321
0.1034	-0.179153	41.0056
0.1294	-0.0725616	41.0331
0.1406	-0.127807	41.0878
0.1245	-0.0512383	41.1417
0.0826	0.00012454	41.1943
0.042	-0.0647965	41.2291
-0.0599	0.218534	41.2935
-0.1206	-0.0941141	41.3265
-0.2095	0.131485	41.3172
-0.3019	0.105346	41.3527
-0.364	-0.0265943	41.3736
-0.4516	0.172971	41.4139
-0.532	0.104106	41.4603
-0.5384	-0.201787	41.4763
-0.4543	-0.432943	41.5189
-0.3433	-0.340569	41.5202
-0.3019	0.0378489	41.4531
-0.2661	-0.101527	41.4268
-0.2464	-0.0605267	41.4562
-0.2391	-0.0473657	41.5036
-0.2454	-0.0188163	41.553
-0.2634	0.00150973	41.6019
-0.2807	-0.0278156	41.6339
-0.2924	-0.0497282	41.6807
-0.2397	-0.325428	41.7123
-0.1248	-0.463233	41.7746
-0.0792	-0.0103262	41.7484
-0.0437	-0.123854	41.6459
-0.0338	-0.0506001	41.6804
-0.0432	-0.0283815	41.7271
-0.0598	-0.044677	41.7595
-0.0968	0.0300475	41.8067
-0.1455	0.0405035	41.854
-0.1489	-0.187032	41.8969
-0.1379	-0.146515	41.9396
-0.1397	-0.0473278	41.9559
-0.1507	-0.0315201	41.9781
-0.1775	0.0188495	42.0236
-0.214	0.0292553	42.0693
-0.2418	-0.0286639	42.0981
-0.286	0.070404	42.1406
